date,venue,race_no,race_id,start_at,close_at,seconds_to_close_at_prediction,strategy_version,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-08-24,防府,6,066320260824,1787544720,1787544420,2325,near_close_v2_20260805,trifecta,3連単,4,3-5-4,0.09250358575721254,198.6,1737,True,100,19860.0,19760.0,100,1737.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-24T12:28:15+09:00,5-40 minutes before close
2026-08-24,防府,6,066320260824,1787544720,1787544420,2325,near_close_v2_20260805,trifecta,3連単,3,3-5-1,0.10413816369008977,121.2,1162,True,100,12120.0,12020.0,100,1162.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-24T12:28:15+09:00,5-40 minutes before close
