date,venue,race_no,race_id,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen
2026-07-01,函館,6,061120260701,exacta,2車単,3,1-2,0.13556072557119947,83.6,1033,True,400,33440.0,33040.0,400,4132.0
2026-07-01,大宮,2,022520260701,exacta,2車単,2,2-3,0.14025676766418432,67.8,851,True,300,20340.0,20040.0,300,2553.0
2026-07-01,大宮,4,042520260701,quinella_place,ワイド,2,1-3,0.19778009478258826,20.7,309,True,200,4140.0,3940.0,200,618.0
2026-07-01,大宮,6,062520260701,quinella_place,ワイド,2,2-5,0.3078301665218176,17.7,445,True,200,3540.0,3340.0,200,890.0
2026-07-01,大宮,7,072520260701,exacta,2車単,2,1-4,0.0821784179442159,195.0,1502,True,500,97500.0,97000.0,500,7510.0
2026-07-01,大宮,7,072520260701,quinella_place,ワイド,2,1-7,0.266728741659325,22.7,505,True,200,4540.0,4340.0,200,1010.0
2026-07-01,大宮,7,072520260701,quinella_place,ワイド,1,4-7,0.28020535916538025,19.0,432,True,200,3800.0,3600.0,200,864.0
2026-07-01,大宮,8,082520260701,quinella_place,ワイド,2,1-3,0.2997587801618028,24.5,634,True,300,7350.0,7050.0,300,1902.0
2026-07-01,大宮,11,112520260701,quinella,2車複,3,1-5,0.06751293073400642,207.0,1298,True,500,103500.0,103000.0,500,6490.0
2026-07-01,奈良,1,015320260701,quinella_place,ワイド,6,2-4,0.15650188739458293,46.7,631,True,300,14010.0,13710.0,300,1893.0
2026-07-01,奈良,4,045320260701,exacta,2車単,2,5-4,0.12221025524244489,96.6,1081,True,400,38640.0,38240.0,400,4324.0
2026-07-01,奈良,4,045320260701,quinella_place,ワイド,3,5-7,0.15242850729129886,35.8,446,True,200,7160.0,6960.0,200,892.0
2026-07-01,平塚,5,053520260701,quinella_place,ワイド,2,1-7,0.3991071882960991,14.2,467,True,200,2840.0,2640.0,200,934.0
2026-07-01,松戸,1,013120260701,trio,3連複,2,1-2-6,0.18365271790984877,58.5,974,True,400,23400.0,23000.0,400,3896.0
2026-07-01,松阪,2,024720260701,quinella_place,ワイド,2,1-5,0.3826805852188877,13.5,417,True,200,2700.0,2500.0,200,834.0
2026-07-01,松阪,3,034720260701,trifecta,3連単,1,3-1-6,0.08549227638316258,132.7,1034,True,400,53080.0,52680.0,400,4136.0
2026-07-01,松阪,6,064720260701,trifecta,3連単,2,2-4-1,0.09161629072242469,99.3,810,True,300,29790.0,29490.0,300,2430.0
2026-07-01,松阪,7,074720260701,quinella_place,ワイド,3,4-5,0.344877505686345,19.2,562,True,200,3840.0,3640.0,200,1124.0
2026-07-01,松阪,7,074720260701,trio,3連複,1,2-4-5,0.3296497543545347,39.7,1209,True,500,19850.0,19350.0,500,6045.0
2026-07-01,武雄,12,128420260701,quinella_place,ワイド,5,1-3,0.1187495991171359,37.5,345,True,200,7500.0,7300.0,200,690.0
2026-07-01,高知,7,077420260701,quinella_place,ワイド,3,3-4,0.23165521445342416,45.6,956,True,400,18240.0,17840.0,400,3824.0
2026-07-01,高知,7,077420260701,quinella_place,ワイド,2,1-7,0.4376022805669746,18.5,710,True,300,5550.0,5250.0,300,2130.0
