date,venue,race_no,race_id,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen
2026-07-06,別府,6,068620260706,quinella_place,ワイド,5,3-5,0.2756641363539885,15.2,319,True,200,3040.0,2840.0,200,638.0
2026-07-06,取手,1,012320260706,exacta,2車単,4,3-1,0.09064712421609243,114.9,942,True,400,45960.0,45560.0,400,3768.0
2026-07-06,岸和田,2,025620260706,exacta,2車単,7,5-2,0.05736749582128617,162.0,829,True,300,48600.0,48300.0,300,2487.0
