date,venue,race_no,race_id,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,prediction_file,prediction_created_at_jst,actual_trifecta,actual_trifecta_odds,race_status,decided_at,result_source_url,actual_trio,actual_exacta,actual_quinella,actual_bracket_exacta,actual_bracket_quinella,actual_quinella_place,payouts_trifecta_json,payouts_trio_json,payouts_exacta_json,payouts_quinella_json,payouts_quinella_place_json,payouts_bracket_exacta_json,payouts_bracket_quinella_json,start_at,close_at,actual_for_bet_type,is_decided,is_hit,seconds_before_close,is_prospective,evaluation_status,actual_return_yen,actual_profit_yen
2026-07-14,佐世保,8,088520260714,exacta,2車単,2,3-5,0.1549241751078172,58.1,800,True,300,17430.0,17130.0,300,2400.0,False,external holdout ROI target was not met,shadow_bets_20260714.csv,2026-07-14T15:02:42+09:00,3-1-4,13.5,3,1784023479,https://www.winticket.jp/keirin/sasebo/racecard/2026071385/2/8,1-3-4,3-1,1-3,3-1,1-3,1-3|1-4|3-4,"{""3-1-4"": 1350}","{""1-3-4"": 290}","{""3-1"": 800}","{""1-3"": 400}","{""1-3"": 140, ""1-4"": 270, ""3-4"": 130}",{},{},1784022480.0,1784022180.0,3-1,True,False,13218.0,True,締切前予想,0.0,-300.0
2026-07-14,佐世保,9,098520260714,quinella_place,ワイド,4,2-7,0.2172428512348569,30.7,567,True,200,6140.0,5940.0,200,1134.0,False,external holdout ROI target was not met,shadow_bets_20260714.csv,2026-07-14T15:02:42+09:00,3-6-4,24.8,3,1784024839,https://www.winticket.jp/keirin/sasebo/racecard/2026071385/2/9,3-4-6,3-6,3-6,3-6,3-6,3-4|3-6|4-6,"{""3-6-4"": 2480}","{""3-4-6"": 900}","{""3-6"": 810}","{""3-6"": 450}","{""3-4"": 510, ""3-6"": 220, ""4-6"": 660}",{},{},1784023920.0,1784023620.0,3-4|3-6|4-6,True,False,14658.0,True,締切前予想,0.0,-200.0
2026-07-14,函館,8,081120260714,quinella_place,ワイド,4,3-7,0.2230711705459148,20.5,357,True,200,4100.0,3900.0,200,714.0,False,external holdout ROI target was not met,shadow_bets_20260714.csv,2026-07-14T15:02:42+09:00,5-2-4,731.8,3,1784022419,https://www.winticket.jp/keirin/hakodate/racecard/2026071411/1/8,2-4-5,5-2,2-5,5-2,2-5,2-4|2-5|4-5,"{""5-2-4"": 73180}","{""2-4-5"": 10150}","{""5-2"": 10250}","{""2-5"": 3850}","{""2-4"": 490, ""2-5"": 1470, ""4-5"": 480}",{},{},1784021760.0,1784021460.0,2-4|2-5|4-5,True,False,12498.0,True,締切前予想,0.0,-200.0
2026-07-15,京王閣,4,042720260715,trio,3連複,1,1-2-5,0.2432678768399826,41.2,902,True,400,16480.0,16080.0,400,3608.0,False,external holdout ROI target was not met,shadow_bets_20260715.csv,2026-07-15T15:05:58+09:00,2-3-1,28.4,3,1784120459,https://www.winticket.jp/keirin/keiokaku/racecard/2026071327/3/4,1-2-3,2-3,2-3,2-3,2-3,1-2|1-3|2-3,"{""2-3-1"": 2840}","{""1-2-3"": 770}","{""2-3"": 1590}","{""2-3"": 1230}","{""1-2"": 200, ""1-3"": 340, ""2-3"": 630}",{},{},1784119800.0,1784119500.0,1-2-3,True,False,23942.0,True,締切前予想,0.0,-400.0
2026-07-15,京王閣,8,082720260715,trifecta,3連単,3,2-7-1,0.0954169597977051,135.7,1195,True,400,54280.0,53880.0,400,4780.0,False,external holdout ROI target was not met,shadow_bets_20260715.csv,2026-07-15T15:05:58+09:00,5-1-2,337.8,3,1784125225,https://www.winticket.jp/keirin/keiokaku/racecard/2026071327/3/8,1-2-5,5-1,1-5,5-1,1-5,1-2|1-5|2-5,"{""5-1-2"": 33780}","{""1-2-5"": 7230}","{""5-1"": 6800}","{""1-5"": 5140}","{""1-2"": 870, ""1-5"": 950, ""2-5"": 1230}",{},{},1784124600.0,1784124300.0,5-1-2,True,False,28742.0,True,締切前予想,0.0,-400.0
2026-07-15,京王閣,8,082720260715,trifecta,3連単,1,7-2-1,0.155572995067094,98.0,1425,True,500,49000.0,48500.0,500,7125.0,False,external holdout ROI target was not met,shadow_bets_20260715.csv,2026-07-15T15:05:58+09:00,5-1-2,337.8,3,1784125225,https://www.winticket.jp/keirin/keiokaku/racecard/2026071327/3/8,1-2-5,5-1,1-5,5-1,1-5,1-2|1-5|2-5,"{""5-1-2"": 33780}","{""1-2-5"": 7230}","{""5-1"": 6800}","{""1-5"": 5140}","{""1-2"": 870, ""1-5"": 950, ""2-5"": 1230}",{},{},1784124600.0,1784124300.0,5-1-2,True,False,28742.0,True,締切前予想,0.0,-500.0
2026-07-15,広島,4,046220260715,exacta,2車単,3,2-6,0.1074085427241419,157.5,1592,True,500,78750.0,78250.0,500,7960.0,False,external holdout ROI target was not met,shadow_bets_20260715.csv,2026-07-15T15:05:58+09:00,7-6-2,47.5,3,1784119664,https://www.winticket.jp/keirin/hiroshima/racecard/2026071362/3/4,2-6-7,7-6,6-7,6-6,6-6,2-6|2-7|6-7,"{""7-6-2"": 4750}","{""2-6-7"": 350}","{""7-6"": 2020}","{""6-7"": 720}","{""2-6"": 200, ""2-7"": 330, ""6-7"": 230}",{},{},1784119200.0,1784118900.0,7-6,True,False,23342.0,True,締切前予想,0.0,-500.0
2026-07-15,広島,4,046220260715,exacta,2車単,1,6-2,0.1229135925170297,157.5,1836,True,500,78750.0,78250.0,500,9180.0,False,external holdout ROI target was not met,shadow_bets_20260715.csv,2026-07-15T15:05:58+09:00,7-6-2,47.5,3,1784119664,https://www.winticket.jp/keirin/hiroshima/racecard/2026071362/3/4,2-6-7,7-6,6-7,6-6,6-6,2-6|2-7|6-7,"{""7-6-2"": 4750}","{""2-6-7"": 350}","{""7-6"": 2020}","{""6-7"": 720}","{""2-6"": 200, ""2-7"": 330, ""6-7"": 230}",{},{},1784119200.0,1784118900.0,7-6,True,False,23342.0,True,締切前予想,0.0,-500.0
2026-07-15,広島,7,076220260715,trifecta,3連単,2,1-3-7,0.0750594849709921,179.2,1245,True,500,89600.0,89100.0,500,6225.0,False,external holdout ROI target was not met,shadow_bets_20260715.csv,2026-07-15T15:05:58+09:00,4-5-7,343.8,3,1784123310,https://www.winticket.jp/keirin/hiroshima/racecard/2026071362/3/7,4-5-7,4-5,4-5,4-5,4-5,4-5|4-7|5-7,"{""4-5-7"": 34380}","{""4-5-7"": 4580}","{""4-5"": 3690}","{""4-5"": 2930}","{""4-5"": 400, ""4-7"": 300, ""5-7"": 1180}",{},{},1784122800.0,1784122500.0,4-5-7,True,False,26942.0,True,締切前予想,0.0,-500.0
2026-07-15,広島,7,076220260715,trifecta,3連単,1,1-7-3,0.1070862339027984,179.2,1819,True,500,89600.0,89100.0,500,9095.0,False,external holdout ROI target was not met,shadow_bets_20260715.csv,2026-07-15T15:05:58+09:00,4-5-7,343.8,3,1784123310,https://www.winticket.jp/keirin/hiroshima/racecard/2026071362/3/7,4-5-7,4-5,4-5,4-5,4-5,4-5|4-7|5-7,"{""4-5-7"": 34380}","{""4-5-7"": 4580}","{""4-5"": 3690}","{""4-5"": 2930}","{""4-5"": 400, ""4-7"": 300, ""5-7"": 1180}",{},{},1784122800.0,1784122500.0,4-5-7,True,False,26942.0,True,締切前予想,0.0,-500.0
2026-07-15,広島,9,096220260715,quinella_place,ワイド,2,1-3,0.4730442079950268,8.7,312,True,200,1740.0,1540.0,200,624.0,False,external holdout ROI target was not met,shadow_bets_20260715.csv,2026-07-15T15:05:58+09:00,3-2-6,7.1,3,1784125655,https://www.winticket.jp/keirin/hiroshima/racecard/2026071362/3/9,2-3-6,3-2,2-3,3-2,2-3,2-3|2-6|3-6,"{""3-2-6"": 710}","{""2-3-6"": 290}","{""3-2"": 370}","{""2-3"": 240}","{""2-3"": 120, ""2-6"": 230, ""3-6"": 190}",{},{},1784125200.0,1784124900.0,2-3|2-6|3-6,True,False,29342.0,True,締切前予想,0.0,-200.0
2026-07-16,いわき平,7,071320260716,quinella,2車複,2,2-4,0.0717641971943689,186.0,1235,True,500,93000.0,92500.0,500,6175.0,False,external holdout ROI target was not met,shadow_bets_20260716.csv,2026-07-16T15:33:45+09:00,4-2-3,196.3,3,1784210121,https://www.winticket.jp/keirin/iwakidaira/racecard/2026071613/1/7,2-3-4,4-2,2-4,4-2,2-4,2-3|2-4|3-4,"{""4-2-3"": 19630}","{""2-3-4"": 5740}","{""4-2"": 2930}","{""2-4"": 1120}","{""2-3"": 240, ""2-4"": 300, ""3-4"": 1710}",{},{},1784209200.0,1784208900.0,2-4,True,True,25275.0,True,締切前予想,5600.0,5100.0
2026-07-16,奈良,2,025320260716,quinella,2車複,3,1-2,0.2091588666733271,81.7,1609,True,500,40850.0,40350.0,500,8045.0,False,external holdout ROI target was not met,shadow_bets_20260716.csv,2026-07-16T15:33:45+09:00,1-2-5,18.7,3,1784204408,https://www.winticket.jp/keirin/nara/racecard/2026071653/1/2,1-2-5,1-2,1-2,1-2,1-2,1-2|1-5|2-5,"{""1-2-5"": 1870}","{""1-2-5"": 870}","{""1-2"": 210}","{""1-2"": 180}","{""1-2"": 160, ""1-5"": 180, ""2-5"": 890}",{},{},1784203800.0,1784203500.0,1-2,True,True,19875.0,True,締切前予想,900.0,400.0
2026-07-16,奈良,2,025320260716,quinella,2車複,2,1-3,0.275019980158495,81.7,2147,True,500,40850.0,40350.0,500,10735.0,False,external holdout ROI target was not met,shadow_bets_20260716.csv,2026-07-16T15:33:45+09:00,1-2-5,18.7,3,1784204408,https://www.winticket.jp/keirin/nara/racecard/2026071653/1/2,1-2-5,1-2,1-2,1-2,1-2,1-2|1-5|2-5,"{""1-2-5"": 1870}","{""1-2-5"": 870}","{""1-2"": 210}","{""1-2"": 180}","{""1-2"": 160, ""1-5"": 180, ""2-5"": 890}",{},{},1784203800.0,1784203500.0,1-2,True,False,19875.0,True,締切前予想,0.0,-500.0
2026-07-16,奈良,7,075320260716,trio,3連複,1,1-2-3,0.4030710921308933,24.0,867,True,300,7200.0,6900.0,300,2601.0,False,external holdout ROI target was not met,shadow_bets_20260716.csv,2026-07-16T15:33:45+09:00,1-2-5,1.8,3,1784210350,https://www.winticket.jp/keirin/nara/racecard/2026071653/1/7,1-2-5,1-2,1-2,1-2,1-2,1-2|1-5|2-5,"{""1-2-5"": 180}","{""1-2-5"": 140}","{""1-2"": 140}","{""1-2"": 120}","{""1-2"": 100, ""1-5"": 100, ""2-5"": 120}",{},{},1784209800.0,1784209500.0,1-2-5,True,False,25875.0,True,締切前予想,0.0,-300.0
2026-07-16,西武園,3,032620260716,quinella_place,ワイド,3,2-3,0.4179550565215389,9.7,305,True,200,1940.0,1740.0,200,610.0,False,external holdout ROI target was not met,shadow_bets_20260716.csv,2026-07-16T15:33:45+09:00,1-4-2,18.2,3,1784188823,https://www.winticket.jp/keirin/seibuen/racecard/2026071626/1/3,1-2-4,1-4,1-4,1-4,1-4,1-2|1-4|2-4,"{""1-4-2"": 1820}","{""1-2-4"": 280}","{""1-4"": 750}","{""1-4"": 530}","{""1-2"": 160, ""1-4"": 190, ""2-4"": 170}",{},{},1784187960.0,1784187660.0,1-2|1-4|2-4,True,False,4035.0,True,締切前予想,0.0,-200.0
2026-07-16,西武園,3,032620260716,trifecta,3連単,2,1-3-2,0.0866335162467832,144.1,1148,True,400,57640.0,57240.0,400,4592.0,False,external holdout ROI target was not met,shadow_bets_20260716.csv,2026-07-16T15:33:45+09:00,1-4-2,18.2,3,1784188823,https://www.winticket.jp/keirin/seibuen/racecard/2026071626/1/3,1-2-4,1-4,1-4,1-4,1-4,1-2|1-4|2-4,"{""1-4-2"": 1820}","{""1-2-4"": 280}","{""1-4"": 750}","{""1-4"": 530}","{""1-2"": 160, ""1-4"": 190, ""2-4"": 170}",{},{},1784187960.0,1784187660.0,1-4-2,True,False,4035.0,True,締切前予想,0.0,-400.0
2026-07-16,西武園,4,042620260716,exacta,2車単,3,2-4,0.0929047475033999,103.8,864,True,300,31140.0,30840.0,300,2592.0,False,external holdout ROI target was not met,shadow_bets_20260716.csv,2026-07-16T15:33:45+09:00,4-3-1,2.4,3,1784190084,https://www.winticket.jp/keirin/seibuen/racecard/2026071626/1/4,1-3-4,4-3,3-4,4-3,3-4,1-3|1-4|3-4,"{""4-3-1"": 240}","{""1-3-4"": 180}","{""4-3"": 150}","{""3-4"": 140}","{""1-3"": 170, ""1-4"": 150, ""3-4"": 100}",{},{},1784189520.0,1784189220.0,4-3,True,False,5595.0,True,締切前予想,0.0,-300.0
2026-07-17,いわき平,2,021320260717,quinella_place,ワイド,4,1-4,0.1451546383753312,39.5,473,True,200,7900.0,7700.0,200,946.0,False,external holdout ROI target was not met,shadow_bets_20260717.csv,2026-07-17T15:27:52+09:00,1-2-3,2.8,3,1784290374,https://www.winticket.jp/keirin/iwakidaira/racecard/2026071613/2/2,1-2-3,1-2,1-2,1-2,1-2,1-2|1-3|2-3,"{""1-2-3"": 280}","{""1-2-3"": 130}","{""1-2"": 160}","{""1-2"": 140}","{""1-2"": 100, ""1-3"": 120, ""2-3"": 150}",{},{},1784289600.0,1784289300.0,1-2|1-3|2-3,True,False,19628.0,True,締切前予想,0.0,-200.0
2026-07-17,いわき平,6,061320260717,trifecta,3連単,2,1-3-2,0.1322648892010837,93.7,1139,True,400,37480.0,37080.0,400,4556.0,False,external holdout ROI target was not met,shadow_bets_20260717.csv,2026-07-17T15:27:52+09:00,1-6-3,98.9,3,1784295079,https://www.winticket.jp/keirin/iwakidaira/racecard/2026071613/2/6,1-3-6,1-6,1-6,1-6,1-6,1-3|1-6|3-6,"{""1-6-3"": 9890}","{""1-3-6"": 3770}","{""1-6"": 2890}","{""1-6"": 2360}","{""1-3"": 270, ""1-6"": 440, ""3-6"": 1410}",{},{},1784294400.0,1784294100.0,1-6-3,True,False,24428.0,True,締切前予想,0.0,-400.0
2026-07-17,奈良,3,035320260717,trifecta,3連単,2,1-2-6,0.1105894966572102,240.0,2554,True,500,120000.0,119500.0,500,12770.0,False,external holdout ROI target was not met,shadow_bets_20260717.csv,2026-07-17T15:27:52+09:00,1-3-2,10.1,3,1784292104,https://www.winticket.jp/keirin/nara/racecard/2026071653/2/3,1-2-3,1-3,1-3,1-3,1-3,1-2|1-3|2-3,"{""1-3-2"": 1010}","{""1-2-3"": 550}","{""1-3"": 320}","{""1-3"": 370}","{""1-2"": 140, ""1-3"": 160, ""2-3"": 420}",{},{},1784291400.0,1784291100.0,1-3-2,True,False,21428.0,True,締切前予想,0.0,-500.0
2026-07-17,奈良,3,035320260717,trio,3連複,3,1-2-3,0.115981368652708,132.0,1431,True,500,66000.0,65500.0,500,7155.0,False,external holdout ROI target was not met,shadow_bets_20260717.csv,2026-07-17T15:27:52+09:00,1-3-2,10.1,3,1784292104,https://www.winticket.jp/keirin/nara/racecard/2026071653/2/3,1-2-3,1-3,1-3,1-3,1-3,1-2|1-3|2-3,"{""1-3-2"": 1010}","{""1-2-3"": 550}","{""1-3"": 320}","{""1-3"": 370}","{""1-2"": 140, ""1-3"": 160, ""2-3"": 420}",{},{},1784291400.0,1784291100.0,1-2-3,True,True,21428.0,True,締切前予想,2750.0,2250.0
2026-07-17,奈良,3,035320260717,trio,3連複,4,1-4-6,0.0725813491785923,132.0,858,True,300,39600.0,39300.0,300,2574.0,False,external holdout ROI target was not met,shadow_bets_20260717.csv,2026-07-17T15:27:52+09:00,1-3-2,10.1,3,1784292104,https://www.winticket.jp/keirin/nara/racecard/2026071653/2/3,1-2-3,1-3,1-3,1-3,1-3,1-2|1-3|2-3,"{""1-3-2"": 1010}","{""1-2-3"": 550}","{""1-3"": 320}","{""1-3"": 370}","{""1-2"": 140, ""1-3"": 160, ""2-3"": 420}",{},{},1784291400.0,1784291100.0,1-2-3,True,False,21428.0,True,締切前予想,0.0,-300.0
2026-07-17,奈良,4,045320260717,trifecta,3連単,3,1-4-3,0.0715161767495236,205.0,1366,True,500,102500.0,102000.0,500,6830.0,False,external holdout ROI target was not met,shadow_bets_20260717.csv,2026-07-17T15:27:52+09:00,5-1-3,29.7,3,1784293185,https://www.winticket.jp/keirin/nara/racecard/2026071653/2/4,1-3-5,5-1,1-5,5-1,1-5,1-3|1-5|3-5,"{""5-1-3"": 2970}","{""1-3-5"": 540}","{""5-1"": 1880}","{""1-5"": 950}","{""1-3"": 170, ""1-5"": 360, ""3-5"": 440}",{},{},1784292600.0,1784292300.0,5-1-3,True,False,22628.0,True,締切前予想,0.0,-500.0
2026-07-17,西武園,7,072620260717,quinella_place,ワイド,1,1-4,0.8428625908031481,10.2,760,True,300,3060.0,2760.0,300,2280.0,False,external holdout ROI target was not met,shadow_bets_20260717.csv,2026-07-17T15:27:52+09:00,1-2-3,5.0,3,1784279708,https://www.winticket.jp/keirin/seibuen/racecard/2026071626/2/7,1-2-3,1-2,1-2,1-2,1-2,1-2|1-3|2-3,"{""1-2-3"": 500}","{""1-2-3"": 440}","{""1-2"": 230}","{""1-2"": 150}","{""1-2"": 110, ""1-3"": 330, ""2-3"": 360}",{},{},1784279160.0,1784278860.0,1-2|1-3|2-3,True,False,9188.0,True,締切前予想,0.0,-300.0
2026-07-18,いわき平,3,031320260718,trio,3連複,1,1-2-3,0.2816872363159501,75.2,2018,True,500,37600.0,37100.0,500,10090.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/iwakidaira/racecard/2026071613/3/3,,,,,,,{},{},{},{},{},{},{},1784377200.0,1784376900.0,,False,False,22779.0,True,締切前予想,,
2026-07-18,いわき平,3,031320260718,trio,3連複,2,1-2-7,0.1675502085312137,112.8,1790,True,500,56400.0,55900.0,500,8950.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/iwakidaira/racecard/2026071613/3/3,,,,,,,{},{},{},{},{},{},{},1784377200.0,1784376900.0,,False,False,22779.0,True,締切前予想,,
2026-07-18,いわき平,5,051320260718,trifecta,3連単,2,1-3-2,0.1173116868880059,76.9,802,True,300,23070.0,22770.0,300,2406.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/iwakidaira/racecard/2026071613/3/5,,,,,,,{},{},{},{},{},{},{},1784379600.0,1784379300.0,,False,False,25179.0,True,締切前予想,,
2026-07-18,いわき平,9,091320260718,exacta,2車単,4,1-5,0.0667289482750751,147.7,886,True,300,44310.0,44010.0,300,2658.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/iwakidaira/racecard/2026071613/3/9,,,,,,,{},{},{},{},{},{},{},1784384400.0,1784384100.0,,False,False,29979.0,True,締切前予想,,
2026-07-18,奈良,2,025320260718,trifecta,3連単,3,1-3-2,0.0734650616924492,148.5,991,True,400,59400.0,59000.0,400,3964.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/nara/racecard/2026071653/3/2,,,,,,,{},{},{},{},{},{},{},1784376600.0,1784376300.0,,False,False,22179.0,True,締切前予想,,
2026-07-18,奈良,4,045320260718,trifecta,3連単,3,1-2-4,0.0711333735880114,190.5,1255,True,500,95250.0,94750.0,500,6275.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/nara/racecard/2026071653/3/4,,,,,,,{},{},{},{},{},{},{},1784379000.0,1784378700.0,,False,False,24579.0,True,締切前予想,,
2026-07-18,奈良,4,045320260718,trifecta,3連単,1,2-1-4,0.0852055526091975,254.0,2064,True,500,127000.0,126500.0,500,10320.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/nara/racecard/2026071653/3/4,,,,,,,{},{},{},{},{},{},{},1784379000.0,1784378700.0,,False,False,24579.0,True,締切前予想,,
2026-07-18,奈良,9,095320260718,exacta,2車単,1,1-4,0.2243164742214483,61.1,1271,True,500,30550.0,30050.0,500,6355.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/nara/racecard/2026071653/3/9,,,,,,,{},{},{},{},{},{},{},1784385000.0,1784384700.0,,False,False,30579.0,True,締切前予想,,
2026-07-18,奈良,9,095320260718,quinella_place,ワイド,2,1-3,0.394992005770457,11.5,354,True,200,2300.0,2100.0,200,708.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/nara/racecard/2026071653/3/9,,,,,,,{},{},{},{},{},{},{},1784385000.0,1784384700.0,,False,False,30579.0,True,締切前予想,,
2026-07-18,奈良,9,095320260718,quinella_place,ワイド,1,1-4,0.6087198667220358,9.3,466,True,200,1860.0,1660.0,200,932.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/nara/racecard/2026071653/3/9,,,,,,,{},{},{},{},{},{},{},1784385000.0,1784384700.0,,False,False,30579.0,True,締切前予想,,
2026-07-18,松阪,11,114720260718,trifecta,3連単,2,5-2-4,0.1238281686141368,77.0,853,True,300,23100.0,22800.0,300,2559.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,2-1-6,90.3,3,1784357860,https://www.winticket.jp/keirin/matsusaka/racecard/2026071647/3/11,1-2-6,2-1,1-2,2-1,1-2,1-2|1-6|2-6,"{""2-1-6"": 9030}","{""1-2-6"": 2330}","{""2-1"": 1770}","{""1-2"": 1160}","{""1-2"": 530, ""1-6"": 850, ""2-6"": 500}",{},{},1784357100.0,1784356800.0,2-1-6,True,False,2679.0,True,締切前予想,0.0,-300.0
2026-07-18,西武園,1,012620260718,trifecta,3連単,2,5-4-3,0.0893340669052022,122.6,995,True,400,49040.0,48640.0,400,3980.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,4-3-7,4.2,3,1784356646,https://www.winticket.jp/keirin/seibuen/racecard/2026071626/3/1,3-4-7,4-3,3-4,4-3,3-4,3-4|3-7|4-7,"{""4-3-7"": 420}","{""3-4-7"": 170}","{""4-3"": 250}","{""3-4"": 130}","{""3-4"": 100, ""3-7"": 110, ""4-7"": 150}",{},{},1784356020.0,1784355720.0,4-3-7,True,False,1599.0,True,締切前予想,0.0,-400.0
2026-07-18,西武園,2,022620260718,trifecta,3連単,4,7-1-3,0.0726804555650362,152.0,1005,True,400,60800.0,60400.0,400,4020.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,1-3-2,69.9,3,1784358330,https://www.winticket.jp/keirin/seibuen/racecard/2026071626/3/2,1-2-3,1-3,1-3,1-3,1-3,1-2|1-3|2-3,"{""1-3-2"": 6990}","{""1-2-3"": 5440}","{""1-3"": 220}","{""1-3"": 130}","{""1-2"": 640, ""1-3"": 110, ""2-3"": 850}",{},{},1784357640.0,1784357340.0,1-3-2,True,False,3219.0,True,締切前予想,0.0,-400.0
2026-07-18,西武園,3,032620260718,exacta,2車単,6,2-3,0.0808107949641928,195.0,1476,True,500,97500.0,97000.0,500,7380.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/seibuen/racecard/2026071626/3/3,,,,,,,{},{},{},{},{},{},{},1784359140.0,1784358840.0,,False,False,4719.0,True,締切前予想,,
2026-07-18,西武園,6,062620260718,exacta,2車単,1,3-4,0.1312021402991654,165.7,2074,True,500,82850.0,82350.0,500,10370.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/seibuen/racecard/2026071626/3/6,,,,,,,{},{},{},{},{},{},{},1784363940.0,1784363640.0,,False,False,9519.0,True,締切前予想,,
2026-07-18,西武園,6,062620260718,quinella_place,ワイド,1,3-4,0.4804704879239664,9.0,332,True,200,1800.0,1600.0,200,664.0,False,external holdout ROI target was not met,shadow_bets_20260718.csv,2026-07-18T14:55:21+09:00,,,1,0,https://www.winticket.jp/keirin/seibuen/racecard/2026071626/3/6,,,,,,,{},{},{},{},{},{},{},1784363940.0,1784363640.0,,False,False,9519.0,True,締切前予想,,
