created_at_jst,mode,bets,hits,hit_rate,stake_yen,return_yen,profit_yen,roi,history_races,odds_races,note
2026-06-30T23:09:42+09:00,walk-forward profit backtest,76,3,0.039473684210526314,38000,169950,131950,3.4723684210526318,4981,4988,
