date,venue,race_no,race_id,start_at,close_at,seconds_to_close_at_prediction,strategy_version,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-08-24,岐阜,3,034320260824,1787539020,1787538720,1597,near_close_v2_20260805,trifecta,3連単,3,5-2-4,0.09285492185371165,107.3,896,True,100,10730.0,10630.0,100,896.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-24T11:05:23+09:00,5-40 minutes before close
