date,venue,race_no,race_id,start_at,close_at,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-08-03,四日市,3,034820260803,1785760140,1785759840,trifecta,3連単,1,1-4-2,0.09446161146680956,105.0,892,True,300,31500.0,31200.0,300,2676.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,四日市,6,064820260803,1785764700,1785764400,trifecta,3連単,1,1-2-6,0.12384100857513516,95.2,1079,True,400,38080.0,37680.0,400,4316.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,奈良,2,025320260803,1785759660,1785759360,trifecta,3連単,1,1-4-3,0.17954420471686583,108.7,1852,True,500,54350.0,53850.0,500,9260.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,奈良,3,035320260803,1785761100,1785760800,trifecta,3連単,1,4-3-2,0.18667150555924905,51.7,865,True,300,15510.0,15210.0,300,2595.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,奈良,5,055320260803,1785764160,1785763860,quinella_place,ワイド,1,2-4,0.4105502600887658,12.2,401,True,200,2440.0,2240.0,200,802.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,奈良,5,055320260803,1785764160,1785763860,quinella_place,ワイド,2,1-4,0.36983213021775163,12.2,351,True,200,2440.0,2240.0,200,702.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,奈良,7,075320260803,1785767400,1785767100,trifecta,3連単,2,1-4-2,0.14565781870525027,127.5,1757,True,500,63750.0,63250.0,500,8785.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,小田原,8,083620260803,1785734280,1785733980,exacta,2車単,1,5-2,0.21134676301073324,43.4,817,True,300,13020.0,12720.0,300,2451.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,広島,6,066220260803,1785719640,1785719340,quinella_place,ワイド,1,1-3,0.4940358968273485,8.8,335,True,200,1760.0,1560.0,200,670.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,玉野,4,046120260803,1785762060,1785761760,trifecta,3連単,2,1-4-3,0.17691640247457574,105.0,1758,True,500,52500.0,52000.0,500,8790.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,玉野,4,046120260803,1785762060,1785761760,trifecta,3連単,4,4-1-3,0.08709320524351573,105.0,814,True,300,31500.0,31200.0,300,2442.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
2026-08-03,玉野,6,066120260803,1785765240,1785764940,trifecta,3連単,1,1-4-3,0.15055954340478378,93.0,1300,True,500,46500.0,46000.0,500,6500.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-03T07:37:04+09:00,daily morning snapshot
