date,venue,race_no,race_id,start_at,close_at,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-07-28,取手,6,062320260728,1785201000,1785200700,quinella_place,ワイド,1,1-2,0.33021565335275443,12.1,300,True,200,2420.0,2220.0,200,600.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,平塚,4,043520260728,1785226680,1785226380,trifecta,3連単,4,4-1-2,0.08214650402672447,158.2,1200,True,500,79100.0,78600.0,500,6000.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,立川,1,012820260728,1785203100,1785202800,exacta,2車単,3,1-5,0.10835207513974623,94.1,920,True,400,37640.0,37240.0,400,3680.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,立川,1,012820260728,1785203100,1785202800,exacta,2車単,4,5-1,0.07737638924229895,125.5,871,True,300,37650.0,37350.0,300,2613.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,立川,1,012820260728,1785203100,1785202800,quinella_place,ワイド,3,4-5,0.3581227999448001,12.1,333,True,200,2420.0,2220.0,200,666.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,立川,4,042820260728,1785208080,1785207780,exacta,2車単,3,2-5,0.09646985900278317,117.0,1029,True,400,46800.0,46400.0,400,4116.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,立川,8,082820260728,1785214860,1785214560,exacta,2車単,1,7-5,0.21748997964475814,49.5,977,True,400,19800.0,19400.0,400,3908.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,立川,9,092820260728,1785216660,1785216360,trio,3連複,1,3-5-7,0.1834411593363607,52.5,863,True,300,15750.0,15450.0,300,2589.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,西武園,4,042620260728,1785242400,1785242100,exacta,2車単,2,1-2,0.25643418864427425,78.7,1918,True,500,39350.0,38850.0,500,9590.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,西武園,4,042620260728,1785242400,1785242100,trifecta,3連単,1,2-1-6,0.2628077581156922,39.7,943,True,400,15880.0,15480.0,400,3772.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,西武園,4,042620260728,1785242400,1785242100,trifecta,3連単,2,1-2-6,0.11618418796515326,79.5,824,True,300,23850.0,23550.0,300,2472.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
2026-07-28,豊橋,1,014520260728,1785203880,1785203580,quinella_place,ワイド,2,1-2,0.6808961904617536,6.1,315,True,200,1220.0,1020.0,200,630.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-28T07:43:47+09:00,daily morning snapshot
