date,venue,race_no,race_id,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason
2026-07-12,いわき平,4,041320260712,trifecta,3連単,4,1-3-7,0.07434581502629524,164.2,1121,True,400,65680.0,65280.0,400,4484.0,False,external holdout ROI target was not met
2026-07-12,いわき平,9,091320260712,quinella_place,ワイド,2,1-2,0.3906401714260553,13.2,416,True,200,2640.0,2440.0,200,832.0,False,external holdout ROI target was not met
2026-07-12,名古屋,5,054220260712,trifecta,3連単,1,3-1-2,0.12377601747742668,229.2,2737,True,500,114600.0,114100.0,500,13685.0,False,external holdout ROI target was not met
2026-07-12,名古屋,5,054220260712,trifecta,3連単,2,3-1-4,0.09811017188421846,191.0,1774,True,500,95500.0,95000.0,500,8870.0,False,external holdout ROI target was not met
2026-07-12,名古屋,9,094220260712,exacta,2車単,1,6-7,0.16344902211235224,108.3,1670,True,500,54150.0,53650.0,500,8350.0,False,external holdout ROI target was not met
2026-07-12,名古屋,9,094220260712,quinella_place,ワイド,1,6-7,0.4991387309697128,12.0,499,True,200,2400.0,2200.0,200,998.0,False,external holdout ROI target was not met
2026-07-12,松山,7,077520260712,trifecta,3連単,2,4-1-3,0.10866581788777974,83.8,811,True,300,25140.0,24840.0,300,2433.0,False,external holdout ROI target was not met
2026-07-12,松山,9,097520260712,quinella_place,ワイド,2,1-4,0.4016500209804317,17.0,583,True,200,3400.0,3200.0,200,1166.0,False,external holdout ROI target was not met
