date,venue,race_no,race_id,start_at,close_at,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-08-05,小松島,9,097320260805,1785908220,1785907920,trifecta,3連単,3,5-3-7,0.07818872353079308,187.7,1368,True,500,93850.0,93350.0,500,6840.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,小松島,10,107320260805,1785910020,1785909720,exacta,2車単,3,7-2,0.08253000335924181,135.0,1014,True,400,54000.0,53600.0,400,4056.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,広島,7,076220260805,1785894000,1785893700,quinella_place,ワイド,6,3-6,0.2175343023422727,19.1,315,True,200,3820.0,3620.0,200,630.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,玉野,7,076120260805,1785939660,1785939360,trifecta,3連単,1,1-4-2,0.1447525486100839,156.0,2158,True,500,78000.0,77500.0,500,10790.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,玉野,7,076120260805,1785939660,1785939360,trifecta,3連単,2,1-2-4,0.12222805991739256,156.0,1807,True,500,78000.0,77500.0,500,9035.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,西武園,5,052620260805,1785918660,1785918360,quinella_place,ワイド,5,2-3,0.27721926164003935,20.6,471,True,200,4120.0,3920.0,200,942.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,西武園,6,062620260805,1785920100,1785919800,exacta,2車単,1,4-3,0.2837012347589553,42.0,1092,True,400,16800.0,16400.0,400,4368.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,西武園,7,072620260805,1785921540,1785921240,trio,3連複,1,3-4-5,0.34564864065541057,40.5,1300,True,500,20250.0,19750.0,500,6500.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,豊橋,1,014520260805,1785895080,1785894780,exacta,2車単,1,5-6,0.12148141755403292,81.7,893,True,300,24510.0,24210.0,300,2679.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,豊橋,4,044520260805,1785900120,1785899820,quinella_place,ワイド,1,2-5,0.6179893582368635,7.0,333,True,200,1400.0,1200.0,200,666.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,豊橋,6,064520260805,1785903720,1785903420,quinella_place,ワイド,1,2-3,0.4392636106229705,18.2,699,True,300,5460.0,5160.0,300,2097.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
2026-08-05,豊橋,6,064520260805,1785903720,1785903420,quinella_place,ワイド,3,3-4,0.12039504109027309,54.5,556,True,200,10900.0,10700.0,200,1112.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-05T07:44:58+09:00,daily morning snapshot
