date,venue,race_no,race_id,start_at,close_at,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-07-23,いわき平,2,021320260723,1784808780,1784808480,trifecta,3連単,3,2-1-3,0.08439281582334644,117.3,890,True,300,35190.0,34890.0,300,2670.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
2026-07-23,いわき平,3,031320260723,1784810220,1784809920,trifecta,3連単,1,2-1-3,0.10824675443654788,86.0,831,True,300,25800.0,25500.0,300,2493.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
2026-07-23,伊東,2,023720260723,1784809260,1784808960,trifecta,3連単,1,1-2-4,0.19182371823025704,116.5,2135,True,500,58250.0,57750.0,500,10675.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
2026-07-23,伊東,6,063720260723,1784815380,1784815080,exacta,2車単,1,2-1,0.303327406860861,33.0,901,True,400,13200.0,12800.0,400,3604.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
2026-07-23,伊東,6,063720260723,1784815380,1784815080,trifecta,3連単,1,2-1-4,0.08876668060476876,166.8,1381,True,500,83400.0,82900.0,500,6905.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
2026-07-23,伊東,6,063720260723,1784815380,1784815080,trifecta,3連単,2,2-1-7,0.08602686885165167,166.8,1335,True,500,83400.0,82900.0,500,6675.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
2026-07-23,広島,4,046220260723,1784811180,1784810880,trio,3連複,1,1-3-4,0.2485158539184812,38.2,849,True,300,11460.0,11160.0,300,2547.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
2026-07-23,広島,7,076220260723,1784815920,1784815620,trifecta,3連単,1,1-3-4,0.0937377470221909,120.8,1032,True,400,48320.0,47920.0,400,4128.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
2026-07-23,広島,7,076220260723,1784815920,1784815620,trio,3連複,1,1-3-4,0.32364805144770853,70.5,2182,True,500,35250.0,34750.0,500,10910.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
2026-07-23,松阪,3,034720260723,1784791020,1784790720,trifecta,3連単,2,5-3-2,0.11187542507327823,127.7,1329,True,500,63850.0,63350.0,500,6645.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-07-23T15:46:28+09:00,daily morning snapshot
