date,venue,race_no,race_id,candidate_rank,buy,trifecta_prob_approx,trifecta_odds,stake_yen,trifecta_return_yen,trifecta_profit_yen,loss_amount_yen,expected_profit_yen,actual_trifecta,actual_trifecta_odds,race_status,decided_at,source_url,is_selected,is_hit,actual_return_yen,actual_profit_yen
2026-06-29,玉野,2,026120260629,1,4-2-1,0.0282748068489094,410.8,100,41080,40980,100,1062,1-3-2,,3,1782736212,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/2,True,False,0,-100
2026-06-29,玉野,2,026120260629,2,4-2-3,0.0282748068489094,668.7,100,66870,66770,100,1791,1-3-2,,3,1782736212,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/2,True,False,0,-100
2026-06-29,玉野,2,026120260629,3,4-2-5,0.0282748068489094,1758.7,100,175870,175770,100,4873,1-3-2,,3,1782736212,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/2,True,False,0,-100
2026-06-29,玉野,2,026120260629,4,4-2-6,0.0282748068489094,2176.1,100,217610,217510,100,6053,1-3-2,,3,1782736212,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/2,True,False,0,-100
2026-06-29,玉野,2,026120260629,5,4-2-7,0.0282748068489094,3616.6,100,361660,361560,100,10126,1-3-2,,3,1782736212,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/2,True,False,0,-100
2026-06-29,玉野,2,026120260629,6,2-4-1,0.0265231527068784,302.8,100,30280,30180,100,703,1-3-2,,3,1782736212,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/2,True,False,0,-100
2026-06-29,玉野,2,026120260629,7,2-4-3,0.0265231527068784,504.4,100,50440,50340,100,1238,1-3-2,,3,1782736212,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/2,True,False,0,-100
2026-06-29,玉野,2,026120260629,8,2-4-5,0.0265231527068784,1102.0,100,110200,110100,100,2823,1-3-2,,3,1782736212,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/2,True,False,0,-100
2026-06-29,玉野,3,036120260629,1,1-4-2,0.0382647999500316,85.9,100,8590,8490,100,229,5-6-1,,3,1782737721,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/3,True,False,0,-100
2026-06-29,玉野,3,036120260629,2,1-4-5,0.0382647999500316,34.8,100,3480,3380,100,33,5-6-1,,3,1782737721,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/3,True,False,0,-100
2026-06-29,玉野,3,036120260629,3,1-4-7,0.0382647999500316,538.1,100,53810,53710,100,1959,5-6-1,,3,1782737721,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/3,True,False,0,-100
2026-06-29,玉野,3,036120260629,4,4-1-2,0.0353198333330409,88.1,100,8810,8710,100,211,5-6-1,,3,1782737721,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/3,True,False,0,-100
2026-06-29,玉野,3,036120260629,5,4-1-5,0.0353198333330409,31.6,100,3160,3060,100,12,5-6-1,,3,1782737721,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/3,True,False,0,-100
2026-06-29,玉野,3,036120260629,6,4-1-7,0.0353198333330409,418.6,100,41860,41760,100,1378,5-6-1,,3,1782737721,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/3,True,False,0,-100
2026-06-29,玉野,3,036120260629,7,1-2-4,0.0271181257804085,155.9,100,15590,15490,100,323,5-6-1,,3,1782737721,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/3,True,False,0,-100
2026-06-29,玉野,4,046120260629,1,2-1-3,0.0698603396386888,31.2,100,3120,3020,100,118,2-1-3,,3,1782739082,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/4,True,True,3120,3020
2026-06-29,玉野,4,046120260629,2,2-3-1,0.0698603396386888,96.2,100,9620,9520,100,572,2-1-3,,3,1782739082,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/4,True,False,0,-100
2026-06-29,玉野,4,046120260629,4,3-2-1,0.047418862702691,167.3,100,16730,16630,100,693,2-1-3,,3,1782739082,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/4,True,False,0,-100
2026-06-29,玉野,4,046120260629,5,1-3-2,0.027863313019206,61.3,100,6130,6030,100,71,2-1-3,,3,1782739082,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/4,True,False,0,-100
2026-06-29,玉野,4,046120260629,6,3-1-2,0.027863313019206,141.7,100,14170,14070,100,295,2-1-3,,3,1782739082,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/4,True,False,0,-100
2026-06-29,玉野,4,046120260629,7,2-1-4,0.0186955795283082,55.6,100,5560,5460,100,4,2-1-3,,3,1782739082,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/4,True,False,0,-100
2026-06-29,玉野,5,056120260629,1,4-1-5,0.0518086074501612,109.5,100,10950,10850,100,467,1-2-5,,3,1782741141,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/5,True,False,0,-100
2026-06-29,玉野,5,056120260629,2,4-5-1,0.0518086074501612,194.8,100,19480,19380,100,909,1-2-5,,3,1782741141,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/5,True,False,0,-100
2026-06-29,玉野,5,056120260629,3,1-4-5,0.0484373266203647,110.7,100,11070,10970,100,436,1-2-5,,3,1782741141,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/5,True,False,0,-100
2026-06-29,玉野,5,056120260629,4,5-4-1,0.0484373266203647,354.3,100,35430,35330,100,1616,1-2-5,,3,1782741141,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/5,True,False,0,-100
2026-06-29,玉野,5,056120260629,5,1-5-4,0.0438042106804067,166.4,100,16640,16540,100,629,1-2-5,,3,1782741141,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/5,True,False,0,-100
2026-06-29,玉野,5,056120260629,6,5-1-4,0.0438042106804067,327.9,100,32790,32690,100,1336,1-2-5,,3,1782741141,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/5,True,False,0,-100
2026-06-29,玉野,5,056120260629,8,4-1-7,0.0211194323363714,243.1,100,24310,24210,100,413,1-2-5,,3,1782741141,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/5,True,False,0,-100
2026-06-29,玉野,6,066120260629,2,2-1-4,0.0350004134441609,32.6,100,3260,3160,100,14,2-7-5,,3,1782742353,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/6,True,False,0,-100
2026-06-29,玉野,6,066120260629,4,2-4-1,0.0322588461445959,85.8,100,8580,8480,100,177,2-7-5,,3,1782742353,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/6,True,False,0,-100
2026-06-29,玉野,6,066120260629,5,4-1-2,0.0305318915402359,43.3,100,4330,4230,100,32,2-7-5,,3,1782742353,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/6,True,False,0,-100
2026-06-29,玉野,6,066120260629,6,4-2-1,0.0305318915402359,124.5,100,12450,12350,100,280,2-7-5,,3,1782742353,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/6,True,False,0,-100
2026-06-29,玉野,6,066120260629,7,1-2-7,0.0164707827972522,77.6,100,7760,7660,100,28,2-7-5,,3,1782742353,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/6,True,False,0,-100
2026-06-29,玉野,6,066120260629,8,2-1-7,0.0164707827972522,99.2,100,9920,9820,100,63,2-7-5,,3,1782742353,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/6,True,False,0,-100
2026-06-29,玉野,7,076120260629,1,2-6-7,0.0188982321662323,780.0,100,78000,77900,100,1374,2-1-3,,3,1782743911,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/7,True,False,0,-100
2026-06-29,玉野,7,076120260629,2,2-7-6,0.0188982321662323,904.3,100,90430,90330,100,1609,2-1-3,,3,1782743911,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/7,True,False,0,-100
2026-06-29,玉野,7,076120260629,3,6-2-7,0.0188982321662323,1189.3,100,118930,118830,100,2148,2-1-3,,3,1782743911,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/7,True,False,0,-100
2026-06-29,玉野,7,076120260629,4,6-7-2,0.0188982321662323,1659.7,100,165970,165870,100,3037,2-1-3,,3,1782743911,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/7,True,False,0,-100
2026-06-29,玉野,7,076120260629,5,7-2-6,0.0188982321662323,1741.0,100,174100,174000,100,3190,2-1-3,,3,1782743911,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/7,True,False,0,-100
2026-06-29,玉野,7,076120260629,6,7-6-2,0.0188982321662323,2313.4,100,231340,231240,100,4272,2-1-3,,3,1782743911,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/7,True,False,0,-100
2026-06-29,玉野,7,076120260629,7,2-6-1,0.0157022076087077,261.9,100,26190,26090,100,311,2-1-3,,3,1782743911,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/7,True,False,0,-100
2026-06-29,玉野,7,076120260629,8,2-6-3,0.0157022076087077,513.3,100,51330,51230,100,706,2-1-3,,3,1782743911,https://www.winticket.jp/keirin/tamano/racecard/2026062861/2/7,True,False,0,-100
2026-06-29,高知,1,017420260629,1,4-1-3,0.0457057568597662,158.3,100,15830,15730,100,624,7-3-5,,3,1782698300,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/1,True,False,0,-100
2026-06-29,高知,1,017420260629,2,4-1-7,0.0457057568597662,146.5,100,14650,14550,100,570,7-3-5,,3,1782698300,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/1,True,False,0,-100
2026-06-29,高知,1,017420260629,3,4-3-1,0.0457057568597662,144.6,100,14460,14360,100,561,7-3-5,,3,1782698300,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/1,True,False,0,-100
2026-06-29,高知,1,017420260629,4,4-3-7,0.0457057568597662,57.9,100,5790,5690,100,165,7-3-5,,3,1782698300,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/1,True,False,0,-100
2026-06-29,高知,1,017420260629,5,4-7-1,0.0457057568597662,218.2,100,21820,21720,100,897,7-3-5,,3,1782698300,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/1,True,False,0,-100
2026-06-29,高知,1,017420260629,6,4-7-3,0.0457057568597662,103.9,100,10390,10290,100,375,7-3-5,,3,1782698300,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/1,True,False,0,-100
2026-06-29,高知,1,017420260629,7,1-4-3,0.0323915574980251,260.2,100,26020,25920,100,743,7-3-5,,3,1782698300,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/1,True,False,0,-100
2026-06-29,高知,1,017420260629,8,1-4-7,0.0323915574980251,203.7,100,20370,20270,100,560,7-3-5,,3,1782698300,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/1,True,False,0,-100
2026-06-29,高知,2,027420260629,1,7-2-5,0.0698603396386888,57.3,100,5730,5630,100,300,1-4-5,,3,1782700516,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/2,True,False,0,-100
2026-06-29,高知,2,027420260629,2,7-5-2,0.0698603396386888,43.6,100,4360,4260,100,205,1-4-5,,3,1782700516,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/2,True,False,0,-100
2026-06-29,高知,2,027420260629,3,2-7-5,0.047418862702691,49.7,100,4970,4870,100,136,1-4-5,,3,1782700516,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/2,True,False,0,-100
2026-06-29,高知,2,027420260629,4,5-7-2,0.047418862702691,34.1,100,3410,3310,100,62,1-4-5,,3,1782700516,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/2,True,False,0,-100
2026-06-29,高知,2,027420260629,7,7-2-1,0.0186955795283082,178.3,100,17830,17730,100,233,1-4-5,,3,1782700516,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/2,True,False,0,-100
2026-06-29,高知,2,027420260629,8,7-2-3,0.0186955795283082,133.9,100,13390,13290,100,150,1-4-5,,3,1782700516,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/2,True,False,0,-100
2026-06-29,高知,3,037420260629,1,1-2-3,0.0507750871878097,126.2,100,12620,12520,100,541,2-3-5,,3,1782701490,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/3,True,False,0,-100
2026-06-29,高知,3,037420260629,2,1-2-4,0.0507750871878097,70.5,100,7050,6950,100,258,2-3-5,,3,1782701490,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/3,True,False,0,-100
2026-06-29,高知,3,037420260629,3,1-3-2,0.0507750871878097,88.0,100,8800,8700,100,347,2-3-5,,3,1782701490,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/3,True,False,0,-100
2026-06-29,高知,3,037420260629,4,1-3-4,0.0507750871878097,21.9,100,2190,2090,100,11,2-3-5,,3,1782701490,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/3,True,False,0,-100
2026-06-29,高知,3,037420260629,7,2-1-3,0.0327100800803862,501.6,100,50160,50060,100,1541,2-3-5,,3,1782701490,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/3,True,False,0,-100
2026-06-29,高知,3,037420260629,8,2-1-4,0.0327100800803862,194.9,100,19490,19390,100,538,2-3-5,,3,1782701490,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/3,True,False,0,-100
2026-06-29,高知,4,047420260629,2,3-5-6,0.0382647999500316,62.2,100,6220,6120,100,138,5-3-7,,3,1782703194,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/4,True,False,0,-100
2026-06-29,高知,4,047420260629,7,3-1-5,0.0271181257804085,96.4,100,9640,9540,100,161,5-3-7,,3,1782703194,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/4,True,False,0,-100
2026-06-29,高知,4,047420260629,8,3-6-5,0.0271181257804085,465.0,100,46500,46400,100,1161,5-3-7,,3,1782703194,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/4,True,False,0,-100
2026-06-29,高知,5,057420260629,7,2-3-1,0.0190284262539224,151.4,100,15140,15040,100,188,3-2-7,,3,1782704895,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/5,True,False,0,-100
2026-06-29,高知,5,057420260629,8,2-3-4,0.0190284262539224,73.9,100,7390,7290,100,41,3-2-7,,3,1782704895,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/5,True,False,0,-100
2026-06-29,高知,6,067420260629,1,3-2-7,0.0923638222574226,18.6,100,1860,1760,100,72,4-2-3,,3,1782706826,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/6,True,False,0,-100
2026-06-29,高知,6,067420260629,2,3-7-2,0.0923638222574226,16.0,100,1600,1500,100,48,4-2-3,,3,1782706826,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/6,True,False,0,-100
2026-06-29,高知,6,067420260629,3,2-3-7,0.0608279586735991,33.3,100,3330,3230,100,103,4-2-3,,3,1782706826,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/6,True,False,0,-100
2026-06-29,高知,6,067420260629,4,7-3-2,0.0608279586735991,30.0,100,3000,2900,100,82,4-2-3,,3,1782706826,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/6,True,False,0,-100
2026-06-29,高知,6,067420260629,7,3-2-1,0.0247178183427534,73.0,100,7300,7200,100,80,4-2-3,,3,1782706826,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/6,True,False,0,-100
2026-06-29,高知,6,067420260629,8,3-2-5,0.0247178183427534,44.2,100,4420,4320,100,9,4-2-3,,3,1782706826,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/6,True,False,0,-100
2026-06-29,高知,7,077420260629,1,3-5-7,0.1382236535491152,297.6,100,29760,29660,100,4014,7-1-2,,3,1782708404,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/7,True,False,0,-100
2026-06-29,高知,7,077420260629,2,3-7-5,0.1382236535491152,140.9,100,14090,13990,100,1848,7-1-2,,3,1782708404,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/7,True,False,0,-100
2026-06-29,高知,7,077420260629,3,5-3-7,0.0780876149692078,301.3,100,30130,30030,100,2253,7-1-2,,3,1782708404,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/7,True,False,0,-100
2026-06-29,高知,7,077420260629,4,7-3-5,0.0780876149692078,135.9,100,13590,13490,100,961,7-1-2,,3,1782708404,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/7,True,False,0,-100
2026-06-29,高知,7,077420260629,5,3-5-1,0.0369905345577461,251.5,100,25150,25050,100,830,7-1-2,,3,1782708404,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/7,True,False,0,-100
2026-06-29,高知,7,077420260629,6,3-5-2,0.0369905345577461,333.8,100,33380,33280,100,1135,7-1-2,,3,1782708404,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/7,True,False,0,-100
2026-06-29,高知,7,077420260629,7,3-7-1,0.0369905345577461,41.9,100,4190,4090,100,55,7-1-2,,3,1782708404,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/7,True,False,0,-100
2026-06-29,高知,8,087420260629,1,2-3-7,0.0520386451862465,69.2,100,6920,6820,100,260,2-7-6,,3,1782710100,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/8,True,False,0,-100
2026-06-29,高知,8,087420260629,2,2-7-3,0.0520386451862465,23.1,100,2310,2210,100,20,2-7-6,,3,1782710100,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/8,True,False,0,-100
2026-06-29,高知,8,087420260629,3,3-2-7,0.0520386451862465,76.3,100,7630,7530,100,297,2-7-6,,3,1782710100,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/8,True,False,0,-100
2026-06-29,高知,8,087420260629,4,3-7-2,0.0520386451862465,48.9,100,4890,4790,100,154,2-7-6,,3,1782710100,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/8,True,False,0,-100
2026-06-29,高知,8,087420260629,7,2-3-1,0.0139262510697284,458.7,100,45870,45770,100,539,2-7-6,,3,1782710100,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/8,True,False,0,-100
2026-06-29,高知,8,087420260629,8,2-3-4,0.0139262510697284,348.4,100,34840,34740,100,385,2-7-6,,3,1782710100,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/8,True,False,0,-100
2026-06-29,高知,9,097420260629,1,2-4-7,0.1319150658895742,26.4,100,2640,2540,100,248,2-7-3,,3,1782712001,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/9,True,False,0,-100
2026-06-29,高知,9,097420260629,2,4-2-7,0.1319150658895742,28.3,100,2830,2730,100,273,2-7-3,,3,1782712001,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/9,True,False,0,-100
2026-06-29,高知,9,097420260629,3,2-7-4,0.0633304491895571,18.5,100,1850,1750,100,17,2-7-3,,3,1782712001,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/9,True,False,0,-100
2026-06-29,高知,9,097420260629,4,4-7-2,0.0633304491895571,72.6,100,7260,7160,100,360,2-7-3,,3,1782712001,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/9,True,False,0,-100
2026-06-29,高知,9,097420260629,5,7-2-4,0.0448967108877243,56.6,100,5660,5560,100,154,2-7-3,,3,1782712001,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/9,True,False,0,-100
2026-06-29,高知,9,097420260629,6,7-4-2,0.0448967108877243,116.3,100,11630,11530,100,422,2-7-3,,3,1782712001,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/9,True,False,0,-100
2026-06-29,高知,10,107420260629,2,1-2-4,0.0083329564929214,126.0,100,12600,12500,100,5,1-3-7,,3,1782714050,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/10,True,False,0,-100
2026-06-29,高知,10,107420260629,3,1-2-6,0.0083329564929214,248.6,100,24860,24760,100,107,1-3-7,,3,1782714050,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/10,True,False,0,-100
2026-06-29,高知,10,107420260629,4,1-2-7,0.0083329564929214,222.6,100,22260,22160,100,85,1-3-7,,3,1782714050,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/10,True,False,0,-100
2026-06-29,高知,11,117420260629,1,5-7-1,0.0659608320027829,15.4,100,1540,1440,100,2,5-4-2,,3,1782716071,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/11,True,False,0,-100
2026-06-29,高知,11,117420260629,2,5-7-4,0.0659608320027829,40.1,100,4010,3910,100,165,5-4-2,,3,1782716071,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/11,True,False,0,-100
2026-06-29,高知,11,117420260629,3,5-7-6,0.0659608320027829,155.8,100,15580,15480,100,928,5-4-2,,3,1782716071,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/11,True,False,0,-100
2026-06-29,高知,11,117420260629,4,7-5-1,0.0659608320027829,41.7,100,4170,4070,100,175,5-4-2,,3,1782716071,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/11,True,False,0,-100
2026-06-29,高知,11,117420260629,5,7-5-4,0.0659608320027829,158.2,100,15820,15720,100,944,5-4-2,,3,1782716071,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/11,True,False,0,-100
2026-06-29,高知,11,117420260629,6,7-5-6,0.0659608320027829,554.0,100,55400,55300,100,3554,5-4-2,,3,1782716071,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/11,True,False,0,-100
2026-06-29,高知,11,117420260629,8,5-4-7,0.0344947554761283,61.3,100,6130,6030,100,111,5-4-2,,3,1782716071,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/11,True,False,0,-100
2026-06-29,高知,12,127420260629,1,7-1-2,0.0218480702476681,90.5,100,9050,8950,100,98,2-7-3,,3,1782717567,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/12,True,False,0,-100
2026-06-29,高知,12,127420260629,2,7-1-5,0.0218480702476681,64.2,100,6420,6320,100,40,2-7-3,,3,1782717567,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/12,True,False,0,-100
2026-06-29,高知,12,127420260629,4,7-2-5,0.0218480702476681,68.9,100,6890,6790,100,51,2-7-3,,3,1782717567,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/12,True,False,0,-100
2026-06-29,高知,12,127420260629,5,7-5-1,0.0218480702476681,80.9,100,8090,7990,100,77,2-7-3,,3,1782717567,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/12,True,False,0,-100
2026-06-29,高知,12,127420260629,6,7-5-2,0.0218480702476681,174.6,100,17460,17360,100,281,2-7-3,,3,1782717567,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/12,True,False,0,-100
2026-06-29,高知,12,127420260629,7,1-7-2,0.0209955598419771,142.5,100,14250,14150,100,199,2-7-3,,3,1782717567,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/12,True,False,0,-100
2026-06-29,高知,12,127420260629,8,1-7-5,0.0209955598419771,168.4,100,16840,16740,100,254,2-7-3,,3,1782717567,https://www.winticket.jp/keirin/kochi/racecard/2026062974/1/12,True,False,0,-100
