date,venue,race_no,race_id,start_at,close_at,seconds_to_close_at_prediction,strategy_version,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-08-25,防府,5,056320260825,1787629020,1787628720,2335,near_close_v2_20260805,exacta,2車単,3,3-2,0.0819573133430455,185.6,1421,True,100,18560.0,18460.0,100,1421.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-25T11:53:04+09:00,5-40 minutes before close
