date,venue,race_no,race_id,start_at,close_at,seconds_to_close_at_prediction,strategy_version,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-09-03,伊東,2,023720260903,1788437100,1788436800,821,near_close_v2_20260805,quinella_place,ワイド,3,2-6,0.4023136929932893,16.7,572,True,100,1670.0,1570.0,100,572.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-09-03T20:46:19+09:00,5-40 minutes before close
2026-09-03,伊東,3,033720260903,1788438540,1788438240,2261,near_close_v2_20260805,quinella_place,ワイド,3,2-3,0.6277622575828361,7.4,365,True,100,740.0,640.0,100,365.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-09-03T20:46:19+09:00,5-40 minutes before close
