bet_type,bet_label,min_prob,min_ev,max_odds,bets,hits,stake_yen,return_yen,profit_yen,roi
trifecta,3連単,0.03,300,100,841,17,184900,315690,130790,0.707355327203894
trifecta,3連単,0.03,300,150,2282,30,518000,764260,246260,0.4754054054054054
trifecta,3連単,0.03,300,200,3491,34,835200,990670,155470,0.186147030651341
trifecta,3連単,0.03,300,300,4804,43,1287800,1812790,524990,0.40766423357664233
trifecta,3連単,0.03,500,80,118,8,32200,164050,131850,4.09472049689441
trifecta,3連単,0.03,500,100,222,9,61100,211150,150050,2.455810147299509
trifecta,3連単,0.03,500,150,736,15,208800,491920,283120,1.3559386973180076
trifecta,3連単,0.03,500,200,1581,18,453200,687730,234530,0.5174977934686672
trifecta,3連単,0.03,500,300,2894,27,905800,1509850,604050,0.6668690660189888
trifecta,3連単,0.03,800,80,23,6,9700,144920,135220,13.94020618556701
trifecta,3連単,0.03,800,100,47,7,19100,192020,172920,9.053403141361256
trifecta,3連単,0.03,800,150,174,11,70600,404420,333820,4.728328611898017
trifecta,3連単,0.03,800,200,397,13,159200,567970,408770,2.567650753768844
trifecta,3連単,0.03,800,300,1080,19,434000,1188040,754040,1.7374193548387096
trifecta,3連単,0.03,1200,150,56,8,28000,324200,296200,10.57857142857143
trifecta,3連単,0.03,1200,200,121,10,60500,487750,427250,7.06198347107438
trifecta,3連単,0.03,1200,300,333,12,166500,739300,572800,3.4402402402402403
trifecta,3連単,0.03,2000,200,27,5,13500,180450,166950,12.366666666666667
trifecta,3連単,0.03,2000,300,75,6,37500,311300,273800,7.301333333333333
trifecta,3連単,0.04,100,20,23,2,2400,5180,2780,1.1583333333333334
trifecta,3連単,0.04,100,30,132,6,14500,15410,910,0.06275862068965517
trifecta,3連単,0.04,100,50,611,17,73600,117910,44310,0.6020380434782608
trifecta,3連単,0.04,100,80,1531,27,208200,260340,52140,0.2504322766570605
trifecta,3連単,0.04,100,100,2001,33,300900,385850,84950,0.28231970754403457
trifecta,3連単,0.04,100,150,2877,44,521000,780800,259800,0.49865642994241843
trifecta,3連単,0.04,100,200,3402,47,694800,976610,281810,0.40559873344847436
trifecta,3連単,0.04,100,300,3908,52,909100,1521920,612820,0.6740952590474095
trifecta,3連単,0.04,200,30,38,1,5100,3620,-1480,-0.2901960784313726
trifecta,3連単,0.04,200,50,246,9,37100,92550,55450,1.494609164420485
trifecta,3連単,0.04,200,80,950,14,150100,207670,57570,0.38354430379746834
trifecta,3連単,0.04,200,100,1420,20,242800,333180,90380,0.37224052718286654
trifecta,3連単,0.04,200,150,2296,31,462900,728130,265230,0.5729747245625405
trifecta,3連単,0.04,200,200,2821,34,636700,923940,287240,0.4511386838385425
trifecta,3連単,0.04,200,300,3327,39,851000,1469250,618250,0.7264982373678026
trifecta,3連単,0.04,300,50,110,7,23500,83970,60470,2.5731914893617023
trifecta,3連単,0.04,300,80,465,12,101600,199090,97490,0.9595472440944882
trifecta,3連単,0.04,300,100,841,17,184900,315690,130790,0.707355327203894
trifecta,3連単,0.04,300,150,1717,28,405000,710640,305640,0.7546666666666667
trifecta,3連単,0.04,300,200,2242,31,578800,906450,327650,0.566085003455425
trifecta,3連単,0.04,300,300,2748,36,793100,1451760,658660,0.8304879586432985
trifecta,3連単,0.04,500,80,118,8,32200,164050,131850,4.09472049689441
trifecta,3連単,0.04,500,100,222,9,61100,211150,150050,2.455810147299509
trifecta,3連単,0.04,500,150,736,15,208800,491920,283120,1.3559386973180076
trifecta,3連単,0.04,500,200,1261,18,382600,687730,305130,0.7975169890224778
trifecta,3連単,0.04,500,300,1767,23,596900,1233040,636140,1.0657396548835651
trifecta,3連単,0.04,800,80,23,6,9700,144920,135220,13.94020618556701
trifecta,3連単,0.04,800,100,47,7,19100,192020,172920,9.053403141361256
trifecta,3連単,0.04,800,150,174,11,70600,404420,333820,4.728328611898017
trifecta,3連単,0.04,800,200,397,13,159200,567970,408770,2.567650753768844
trifecta,3連単,0.04,800,300,872,18,364200,1113280,749080,2.056781987918726
trifecta,3連単,0.04,1200,150,56,8,28000,324200,296200,10.57857142857143
trifecta,3連単,0.04,1200,200,121,10,60500,487750,427250,7.06198347107438
trifecta,3連単,0.04,1200,300,333,12,166500,739300,572800,3.4402402402402403
trifecta,3連単,0.04,2000,200,27,5,13500,180450,166950,12.366666666666667
trifecta,3連単,0.04,2000,300,75,6,37500,311300,273800,7.301333333333333
trifecta,3連単,0.05,100,20,23,2,2400,5180,2780,1.1583333333333334
trifecta,3連単,0.05,100,30,132,6,14500,15410,910,0.06275862068965517
trifecta,3連単,0.05,100,50,577,17,70200,117910,47710,0.6796296296296296
trifecta,3連単,0.05,100,80,1162,24,171300,243730,72430,0.4228254524226503
trifecta,3連単,0.05,100,100,1423,28,231600,340950,109350,0.4721502590673575
trifecta,3連単,0.05,100,150,1883,35,367700,635920,268220,0.7294533587163449
trifecta,3連単,0.05,100,200,2131,37,463800,799470,335670,0.723738680465718
trifecta,3連単,0.05,100,300,2382,39,583900,1051020,467120,0.8
trifecta,3連単,0.05,200,30,38,1,5100,3620,-1480,-0.2901960784313726
trifecta,3連単,0.05,200,50,246,9,37100,92550,55450,1.494609164420485
trifecta,3連単,0.05,200,80,797,14,134800,207670,72870,0.5405786350148368
trifecta,3連単,0.05,200,100,1058,18,195100,304890,109790,0.5627370579190158
trifecta,3連単,0.05,200,150,1518,25,331200,599860,268660,0.8111714975845411
trifecta,3連単,0.05,200,200,1766,27,427300,763410,336110,0.7865902176456822
trifecta,3連単,0.05,200,300,2017,29,547400,1014960,467560,0.8541468761417611
trifecta,3連単,0.05,300,50,110,7,23500,83970,60470,2.5731914893617023
trifecta,3連単,0.05,300,80,465,12,101600,199090,97490,0.9595472440944882
trifecta,3連単,0.05,300,100,726,16,161900,296310,134410,0.8302038295243978
trifecta,3連単,0.05,300,150,1186,23,298000,591280,293280,0.9841610738255033
trifecta,3連単,0.05,300,200,1434,25,394100,754830,360730,0.9153260593757929
trifecta,3連単,0.05,300,300,1685,27,514200,1006380,492180,0.9571761960326721
trifecta,3連単,0.05,500,80,118,8,32200,164050,131850,4.09472049689441
trifecta,3連単,0.05,500,100,222,9,61100,211150,150050,2.455810147299509
trifecta,3連単,0.05,500,150,632,14,187200,463900,276700,1.4780982905982907
trifecta,3連単,0.05,500,200,880,16,283300,627450,344150,1.2147899752912108
trifecta,3連単,0.05,500,300,1131,18,403400,879000,475600,1.1789786812097174
trifecta,3連単,0.05,800,80,23,6,9700,144920,135220,13.94020618556701
trifecta,3連単,0.05,800,100,47,7,19100,192020,172920,9.053403141361256
trifecta,3連単,0.05,800,150,174,11,70600,404420,333820,4.728328611898017
trifecta,3連単,0.05,800,200,381,13,154400,567970,413570,2.678562176165803
trifecta,3連単,0.05,800,300,632,15,274500,819520,545020,1.9855009107468125
trifecta,3連単,0.05,1200,150,56,8,28000,324200,296200,10.57857142857143
trifecta,3連単,0.05,1200,200,121,10,60500,487750,427250,7.06198347107438
trifecta,3連単,0.05,1200,300,318,12,159000,739300,580300,3.649685534591195
trifecta,3連単,0.05,2000,200,27,5,13500,180450,166950,12.366666666666667
trifecta,3連単,0.05,2000,300,75,6,37500,311300,273800,7.301333333333333
trifecta,3連単,0.07,100,20,23,2,2400,5180,2780,1.1583333333333334
trifecta,3連単,0.07,100,30,131,6,14400,15410,1010,0.07013888888888889
trifecta,3連単,0.07,100,50,378,14,50300,104340,54040,1.0743538767395626
trifecta,3連単,0.07,100,80,622,19,105200,219460,114260,1.0861216730038024
trifecta,3連単,0.07,100,100,710,20,130900,266560,135660,1.0363636363636364
trifecta,3連単,0.07,100,150,858,24,188500,478960,290460,1.5409018567639257
trifecta,3連単,0.07,100,200,940,26,227600,642510,414910,1.8229789103690686
trifecta,3連単,0.07,100,300,1029,28,272100,894060,621960,2.285777287761852
trifecta,3連単,0.07,200,30,38,1,5100,3620,-1480,-0.2901960784313726
trifecta,3連単,0.07,200,50,229,9,35400,92550,57150,1.6144067796610169
trifecta,3連単,0.07,200,80,473,14,90300,207670,117370,1.2997785160575859
trifecta,3連単,0.07,200,100,561,15,116000,254770,138770,1.1962931034482758
trifecta,3連単,0.07,200,150,709,19,173600,467170,293570,1.6910714285714286
trifecta,3連単,0.07,200,200,791,21,212700,630720,418020,1.9653032440056417
trifecta,3連単,0.07,200,300,880,23,257200,882270,625070,2.4302877138413685
trifecta,3連単,0.07,300,50,110,7,23500,83970,60470,2.5731914893617023
trifecta,3連単,0.07,300,80,344,12,77400,199090,121690,1.5722222222222222
trifecta,3連単,0.07,300,100,432,13,103100,246190,143090,1.3878758486905916
trifecta,3連単,0.07,300,150,580,17,160700,458590,297890,1.8537025513378966
trifecta,3連単,0.07,300,200,662,19,199800,622140,422340,2.1138138138138136
trifecta,3連単,0.07,300,300,751,21,244300,873690,629390,2.576299631600491
trifecta,3連単,0.07,500,80,118,8,32200,164050,131850,4.09472049689441
trifecta,3連単,0.07,500,100,204,9,57500,211150,153650,2.672173913043478
trifecta,3連単,0.07,500,150,352,13,115100,423550,308450,2.6798436142484796
trifecta,3連単,0.07,500,200,434,15,154200,587100,432900,2.807392996108949
trifecta,3連単,0.07,500,300,523,17,198700,838650,639950,3.2206844489179667
trifecta,3連単,0.07,800,80,23,6,9700,144920,135220,13.94020618556701
trifecta,3連単,0.07,800,100,47,7,19100,192020,172920,9.053403141361256
trifecta,3連単,0.07,800,150,159,11,65900,404420,338520,5.136874051593323
trifecta,3連単,0.07,800,200,241,13,105000,567970,462970,4.409238095238095
trifecta,3連単,0.07,800,300,330,15,149500,819520,670020,4.481739130434782
trifecta,3連単,0.07,1200,150,56,8,28000,324200,296200,10.57857142857143
trifecta,3連単,0.07,1200,200,119,10,59500,487750,428250,7.197478991596639
trifecta,3連単,0.07,1200,300,208,12,104000,739300,635300,6.108653846153846
trifecta,3連単,0.07,2000,200,27,5,13500,180450,166950,12.366666666666667
trifecta,3連単,0.07,2000,300,75,6,37500,311300,273800,7.301333333333333
trifecta,3連単,0.1,100,20,23,2,2400,5180,2780,1.1583333333333334
trifecta,3連単,0.1,100,30,91,4,10400,10040,-360,-0.03461538461538462
trifecta,3連単,0.1,100,50,187,9,29100,80550,51450,1.768041237113402
trifecta,3連単,0.1,100,80,256,14,49800,195670,145870,2.9291164658634536
trifecta,3連単,0.1,100,100,281,15,59500,242770,183270,3.0801680672268907
trifecta,3連単,0.1,100,150,327,18,81500,420070,338570,4.154233128834356
trifecta,3連単,0.1,100,200,355,20,95500,583620,488120,5.1112041884816755
trifecta,3連単,0.1,100,300,383,21,109500,714470,604970,5.5248401826484015
trifecta,3連単,0.1,200,30,38,1,5100,3620,-1480,-0.2901960784313726
trifecta,3連単,0.1,200,50,134,6,23800,74130,50330,2.114705882352941
trifecta,3連単,0.1,200,80,203,11,44500,189250,144750,3.252808988764045
trifecta,3連単,0.1,200,100,228,12,54200,236350,182150,3.36070110701107
trifecta,3連単,0.1,200,150,274,15,76200,413650,337450,4.428477690288714
trifecta,3連単,0.1,200,200,302,17,90200,577200,487000,5.399113082039912
trifecta,3連単,0.1,200,300,330,18,104200,708050,603850,5.79510556621881
trifecta,3連単,0.1,300,50,89,6,19300,74130,54830,2.8409326424870467
trifecta,3連単,0.1,300,80,158,11,40000,189250,149250,3.73125
trifecta,3連単,0.1,300,100,183,12,49700,236350,186650,3.755533199195171
trifecta,3連単,0.1,300,150,229,15,71700,413650,341950,4.769177126917713
trifecta,3連単,0.1,300,200,257,17,85700,577200,491500,5.73512252042007
trifecta,3連単,0.1,300,300,285,18,99700,708050,608350,6.101805416248746
trifecta,3連単,0.1,500,80,82,8,24800,164050,139250,5.61491935483871
trifecta,3連単,0.1,500,100,107,9,34500,211150,176650,5.120289855072464
trifecta,3連単,0.1,500,150,153,12,56500,388450,331950,5.875221238938053
trifecta,3連単,0.1,500,200,181,14,70500,552000,481500,6.829787234042553
trifecta,3連単,0.1,500,300,209,15,84500,682850,598350,7.081065088757397
trifecta,3連単,0.1,800,80,23,6,9700,144920,135220,13.94020618556701
trifecta,3連単,0.1,800,100,44,7,18200,192020,173820,9.55054945054945
trifecta,3連単,0.1,800,150,90,10,40200,369320,329120,8.187064676616915
trifecta,3連単,0.1,800,200,118,12,54200,532870,478670,8.831549815498155
trifecta,3連単,0.1,800,300,146,13,68200,663720,595520,8.731964809384165
trifecta,3連単,0.1,1200,150,52,8,26000,324200,298200,11.46923076923077
trifecta,3連単,0.1,1200,200,80,10,40000,487750,447750,11.19375
trifecta,3連単,0.1,1200,300,108,11,54000,618600,564600,10.455555555555556
trifecta,3連単,0.1,2000,200,27,5,13500,180450,166950,12.366666666666667
trifecta,3連単,0.1,2000,300,55,6,27500,311300,283800,10.32
trifecta,3連単,0.15,100,30,26,1,3800,3620,-180,-0.04736842105263158
trifecta,3連単,0.15,100,50,47,4,9400,59470,50070,5.326595744680851
trifecta,3連単,0.15,100,80,65,7,16700,148540,131840,7.894610778443114
trifecta,3連単,0.15,100,100,70,8,19200,195640,176440,9.189583333333333
trifecta,3連単,0.15,100,150,83,9,25700,247540,221840,8.631906614785992
trifecta,3連単,0.15,100,200,89,9,28700,247540,218840,7.625087108013937
trifecta,3連単,0.15,100,300,98,10,33200,378390,345190,10.397289156626506
trifecta,3連単,0.15,200,30,22,1,3400,3620,220,0.06470588235294118
trifecta,3連単,0.15,200,50,43,4,9000,59470,50470,5.607777777777778
trifecta,3連単,0.15,200,80,61,7,16300,148540,132240,8.112883435582821
trifecta,3連単,0.15,200,100,66,8,18800,195640,176840,9.406382978723403
trifecta,3連単,0.15,200,150,79,9,25300,247540,222240,8.784189723320159
trifecta,3連単,0.15,200,200,85,9,28300,247540,219240,7.746996466431096
trifecta,3連単,0.15,200,300,94,10,32800,378390,345590,10.536280487804879
trifecta,3連単,0.15,300,50,32,4,7900,59470,51570,6.527848101265823
trifecta,3連単,0.15,300,80,50,7,15200,148540,133340,8.772368421052631
trifecta,3連単,0.15,300,100,55,8,17700,195640,177940,10.05310734463277
trifecta,3連単,0.15,300,150,68,9,24200,247540,223340,9.22892561983471
trifecta,3連単,0.15,300,200,74,9,27200,247540,220340,8.100735294117648
trifecta,3連単,0.15,300,300,83,10,31700,378390,346690,10.936593059936909
trifecta,3連単,0.15,500,80,34,7,12000,148540,136540,11.378333333333334
trifecta,3連単,0.15,500,100,39,8,14500,195640,181140,12.492413793103449
trifecta,3連単,0.15,500,150,52,9,21000,247540,226540,10.787619047619048
trifecta,3連単,0.15,500,200,58,9,24000,247540,223540,9.314166666666667
trifecta,3連単,0.15,500,300,67,10,28500,378390,349890,12.276842105263158
trifecta,3連単,0.15,800,80,20,6,8600,144920,136320,15.851162790697675
trifecta,3連単,0.15,800,100,25,7,11100,192020,180920,16.2990990990991
trifecta,3連単,0.15,800,150,38,8,17600,243920,226320,12.85909090909091
trifecta,3連単,0.15,800,200,44,8,20600,243920,223320,10.840776699029126
trifecta,3連単,0.15,800,300,53,9,25100,374770,349670,13.931075697211156
trifecta,3連単,0.15,1200,150,28,6,14000,198800,184800,13.2
trifecta,3連単,0.15,1200,200,34,6,17000,198800,181800,10.694117647058823
trifecta,3連単,0.15,1200,300,43,7,21500,329650,308150,14.332558139534884
trifecta,3連単,0.15,2000,200,23,5,11500,180450,168950,14.691304347826087
trifecta,3連単,0.15,2000,300,32,6,16000,311300,295300,18.45625
trifecta,3連単,0.2,100,80,22,6,7800,123420,115620,14.823076923076924
trifecta,3連単,0.2,100,100,25,7,9300,170520,161220,17.335483870967742
trifecta,3連単,0.2,100,150,33,8,13300,222420,209120,15.723308270676691
trifecta,3連単,0.2,100,200,37,8,15300,222420,207120,13.537254901960784
trifecta,3連単,0.2,100,300,41,9,17300,353270,335970,19.42023121387283
trifecta,3連単,0.2,200,80,21,6,7700,123420,115720,15.028571428571428
trifecta,3連単,0.2,200,100,24,7,9200,170520,161320,17.534782608695654
trifecta,3連単,0.2,200,150,32,8,13200,222420,209220,15.85
trifecta,3連単,0.2,200,200,36,8,15200,222420,207220,13.632894736842106
trifecta,3連単,0.2,200,300,40,9,17200,353270,336070,19.538953488372094
trifecta,3連単,0.2,300,80,20,6,7600,123420,115820,15.239473684210527
trifecta,3連単,0.2,300,100,23,7,9100,170520,161420,17.73846153846154
trifecta,3連単,0.2,300,150,31,8,13100,222420,209320,15.978625954198474
trifecta,3連単,0.2,300,200,35,8,15100,222420,207320,13.729801324503311
trifecta,3連単,0.2,300,300,39,9,17100,353270,336170,19.659064327485382
trifecta,3連単,0.2,500,100,20,7,8500,170520,162020,19.061176470588236
trifecta,3連単,0.2,500,150,28,8,12500,222420,209920,16.7936
trifecta,3連単,0.2,500,200,32,8,14500,222420,207920,14.339310344827586
trifecta,3連単,0.2,500,300,36,9,16500,353270,336770,20.41030303030303
trifecta,3連単,0.2,800,150,24,7,11600,218800,207200,17.862068965517242
trifecta,3連単,0.2,800,200,28,7,13600,218800,205200,15.088235294117647
trifecta,3連単,0.2,800,300,32,8,15600,349650,334050,21.41346153846154
trifecta,3連単,0.2,1200,150,21,6,10500,198800,188300,17.933333333333334
trifecta,3連単,0.2,1200,200,25,6,12500,198800,186300,14.904
trifecta,3連単,0.2,1200,300,29,7,14500,329650,315150,21.73448275862069
trifecta,3連単,0.2,2000,300,22,6,11000,311300,300300,27.3
trio,3連複,0.02,100,10,131,18,13600,12710,-890,-0.06544117647058824
trio,3連複,0.02,100,20,733,53,81700,82640,940,0.011505507955936353
trio,3連複,0.02,100,30,1497,80,177000,173970,-3030,-0.01711864406779661
trio,3連複,0.02,100,50,2856,109,364800,380500,15700,0.04303728070175439
trio,3連複,0.02,100,80,4384,135,593600,678430,84830,0.1429076819407008
trio,3連複,0.02,100,100,5027,141,702800,826530,123730,0.17605293113261242
trio,3連複,0.02,100,150,5818,148,856500,1108010,251510,0.29364856976065384
trio,3連複,0.02,100,200,6123,149,936200,1201110,264910,0.28296304208502454
trio,3連複,0.02,100,300,6279,152,987300,1564060,576760,0.5841790742428846
trio,3連複,0.02,200,10,23,5,2800,3450,650,0.23214285714285715
trio,3連複,0.02,200,20,232,15,31600,38830,7230,0.22879746835443038
trio,3連複,0.02,200,30,606,27,87900,91710,3810,0.04334470989761092
trio,3連複,0.02,200,50,1380,45,217200,257430,40230,0.18522099447513812
trio,3連複,0.02,200,80,2345,64,389700,515300,125600,0.32229920451629457
trio,3連複,0.02,200,100,2801,69,480200,654720,174520,0.3634319033735943
trio,3連複,0.02,200,150,3447,76,619400,936200,316800,0.5114627058443655
trio,3連複,0.02,200,200,3752,77,699100,1029300,330200,0.4723215562866543
trio,3連複,0.02,200,300,3908,80,750200,1392250,642050,0.8558384430818449
trio,3連複,0.02,300,20,71,4,15500,27370,11870,0.7658064516129032
trio,3連複,0.02,300,30,239,13,51200,73350,22150,0.4326171875
trio,3連複,0.02,300,50,661,24,145300,211760,66460,0.4573984858912595
trio,3連複,0.02,300,80,1244,35,279600,420580,140980,0.5042203147353362
trio,3連複,0.02,300,100,1559,40,356000,560000,204000,0.5730337078651685
trio,3連複,0.02,300,150,2032,46,477900,827360,349460,0.7312408453651391
trio,3連複,0.02,300,200,2299,47,553800,920460,366660,0.662080173347779
trio,3連複,0.02,300,300,2455,50,604900,1283410,678510,1.1216895354604066
trio,3連複,0.02,500,30,49,7,13200,44030,30830,2.3356060606060605
trio,3連複,0.02,500,50,160,13,45100,146380,101280,2.2456762749445676
trio,3連複,0.02,500,80,353,18,101400,283300,181900,1.7938856015779092
trio,3連複,0.02,500,100,493,22,142800,405940,263140,1.8427170868347338
trio,3連複,0.02,500,150,729,26,217300,624980,407680,1.876115968706857
trio,3連複,0.02,500,200,890,27,272000,718080,446080,1.64
trio,3連複,0.02,500,300,1007,30,315300,1081030,765730,2.4285759594037426
trio,3連複,0.02,800,50,37,8,15100,122290,107190,7.098675496688742
trio,3連複,0.02,800,80,86,12,35400,238180,202780,5.728248587570621
trio,3連複,0.02,800,100,132,14,54500,314900,260400,4.777981651376146
trio,3連複,0.02,800,150,224,17,92900,496650,403750,4.346071044133477
trio,3連複,0.02,800,200,293,18,123300,589750,466450,3.783049472830495
trio,3連複,0.02,800,300,363,21,154200,952700,798500,5.17833981841764
trio,3連複,0.02,1200,80,34,10,17000,207200,190200,11.188235294117646
trio,3連複,0.02,1200,100,48,11,24000,249200,225200,9.383333333333333
trio,3連複,0.02,1200,150,86,14,43000,430950,387950,9.022093023255813
trio,3連複,0.02,1200,200,123,15,61500,524050,462550,7.521138211382114
trio,3連複,0.02,1200,300,158,18,79000,887000,808000,10.227848101265822
trio,3連複,0.02,2000,150,31,5,15500,193700,178200,11.496774193548386
trio,3連複,0.02,2000,200,41,5,20500,193700,173200,8.448780487804878
trio,3連複,0.02,2000,300,53,7,26500,443100,416600,15.720754716981132
trio,3連複,0.03,100,10,131,18,13600,12710,-890,-0.06544117647058824
trio,3連複,0.03,100,20,733,53,81700,82640,940,0.011505507955936353
trio,3連複,0.03,100,30,1497,80,177000,173970,-3030,-0.01711864406779661
trio,3連複,0.03,100,50,2856,109,364800,380500,15700,0.04303728070175439
trio,3連複,0.03,100,80,4335,135,588700,678430,89730,0.1524205877356888
trio,3連複,0.03,100,100,4855,140,685600,817850,132250,0.19289673278879813
trio,3連複,0.03,100,150,5402,146,814600,1085210,270610,0.33219985268843605
trio,3連複,0.03,100,200,5604,147,877500,1178310,300810,0.3428034188034188
trio,3連複,0.03,100,300,5700,150,915900,1541260,625360,0.6827819630964079
trio,3連複,0.03,200,10,23,5,2800,3450,650,0.23214285714285715
trio,3連複,0.03,200,20,232,15,31600,38830,7230,0.22879746835443038
trio,3連複,0.03,200,30,606,27,87900,91710,3810,0.04334470989761092
trio,3連複,0.03,200,50,1380,45,217200,257430,40230,0.18522099447513812
trio,3連複,0.03,200,80,2345,64,389700,515300,125600,0.32229920451629457
trio,3連複,0.03,200,100,2801,69,480200,654720,174520,0.3634319033735943
trio,3連複,0.03,200,150,3348,75,609200,922080,312880,0.513591595535128
trio,3連複,0.03,200,200,3550,76,672100,1015180,343080,0.5104597530129446
trio,3連複,0.03,200,300,3646,79,710500,1378130,667630,0.9396622097114707
trio,3連複,0.03,300,20,71,4,15500,27370,11870,0.7658064516129032
trio,3連複,0.03,300,30,239,13,51200,73350,22150,0.4326171875
trio,3連複,0.03,300,50,661,24,145300,211760,66460,0.4573984858912595
trio,3連複,0.03,300,80,1244,35,279600,420580,140980,0.5042203147353362
trio,3連複,0.03,300,100,1559,40,356000,560000,204000,0.5730337078651685
trio,3連複,0.03,300,150,2029,46,477300,827360,350060,0.7334171380683009
trio,3連複,0.03,300,200,2231,47,540200,920460,380260,0.7039244724176231
trio,3連複,0.03,300,300,2327,50,578600,1283410,704810,1.2181299688904252
trio,3連複,0.03,500,30,49,7,13200,44030,30830,2.3356060606060605
trio,3連複,0.03,500,50,160,13,45100,146380,101280,2.2456762749445676
trio,3連複,0.03,500,80,353,18,101400,283300,181900,1.7938856015779092
trio,3連複,0.03,500,100,493,22,142800,405940,263140,1.8427170868347338
trio,3連複,0.03,500,150,729,26,217300,624980,407680,1.876115968706857
trio,3連複,0.03,500,200,890,27,272000,718080,446080,1.64
trio,3連複,0.03,500,300,986,30,310400,1081030,770630,2.482699742268041
trio,3連複,0.03,800,50,37,8,15100,122290,107190,7.098675496688742
trio,3連複,0.03,800,80,86,12,35400,238180,202780,5.728248587570621
trio,3連複,0.03,800,100,132,14,54500,314900,260400,4.777981651376146
trio,3連複,0.03,800,150,224,17,92900,496650,403750,4.346071044133477
trio,3連複,0.03,800,200,293,18,123300,589750,466450,3.783049472830495
trio,3連複,0.03,800,300,363,21,154200,952700,798500,5.17833981841764
trio,3連複,0.03,1200,80,34,10,17000,207200,190200,11.188235294117646
trio,3連複,0.03,1200,100,48,11,24000,249200,225200,9.383333333333333
trio,3連複,0.03,1200,150,86,14,43000,430950,387950,9.022093023255813
trio,3連複,0.03,1200,200,123,15,61500,524050,462550,7.521138211382114
trio,3連複,0.03,1200,300,158,18,79000,887000,808000,10.227848101265822
trio,3連複,0.03,2000,150,31,5,15500,193700,178200,11.496774193548386
trio,3連複,0.03,2000,200,41,5,20500,193700,173200,8.448780487804878
trio,3連複,0.03,2000,300,53,7,26500,443100,416600,15.720754716981132
trio,3連複,0.04,100,10,131,18,13600,12710,-890,-0.06544117647058824
trio,3連複,0.04,100,20,733,53,81700,82640,940,0.011505507955936353
trio,3連複,0.04,100,30,1497,80,177000,173970,-3030,-0.01711864406779661
trio,3連複,0.04,100,50,2856,109,364800,380500,15700,0.04303728070175439
trio,3連複,0.04,100,80,4062,133,561400,666580,105180,0.18735304595653723
trio,3連複,0.04,100,100,4430,138,643100,806000,162900,0.2533043072617011
trio,3連複,0.04,100,150,4784,143,741200,1052460,311260,0.4199406368051808
trio,3連複,0.04,100,200,4916,144,789500,1145560,356060,0.45099430018999365
trio,3連複,0.04,100,300,4979,147,817800,1508510,690710,0.8445952555637075
trio,3連複,0.04,200,10,23,5,2800,3450,650,0.23214285714285715
trio,3連複,0.04,200,20,232,15,31600,38830,7230,0.22879746835443038
trio,3連複,0.04,200,30,606,27,87900,91710,3810,0.04334470989761092
trio,3連複,0.04,200,50,1380,45,217200,257430,40230,0.18522099447513812
trio,3連複,0.04,200,80,2340,64,389200,515300,126100,0.3239979445015416
trio,3連複,0.04,200,100,2708,69,470900,654720,183820,0.39035888723720535
trio,3連複,0.04,200,150,3062,74,569000,901180,332180,0.5837961335676626
trio,3連複,0.04,200,200,3194,75,617300,994280,376980,0.6106917220152276
trio,3連複,0.04,200,300,3257,78,645600,1357230,711630,1.1022769516728625
trio,3連複,0.04,300,20,71,4,15500,27370,11870,0.7658064516129032
trio,3連複,0.04,300,30,239,13,51200,73350,22150,0.4326171875
trio,3連複,0.04,300,50,661,24,145300,211760,66460,0.4573984858912595
trio,3連複,0.04,300,80,1244,35,279600,420580,140980,0.5042203147353362
trio,3連複,0.04,300,100,1559,40,356000,560000,204000,0.5730337078651685
trio,3連複,0.04,300,150,1913,45,454100,806460,352360,0.775952433384717
trio,3連複,0.04,300,200,2045,46,502400,899560,397160,0.7905254777070063
trio,3連複,0.04,300,300,2108,49,530700,1262510,731810,1.378952327115131
trio,3連複,0.04,500,30,49,7,13200,44030,30830,2.3356060606060605
trio,3連複,0.04,500,50,160,13,45100,146380,101280,2.2456762749445676
trio,3連複,0.04,500,80,353,18,101400,283300,181900,1.7938856015779092
trio,3連複,0.04,500,100,493,22,142800,405940,263140,1.8427170868347338
trio,3連複,0.04,500,150,729,26,217300,624980,407680,1.876115968706857
trio,3連複,0.04,500,200,861,27,265600,718080,452480,1.7036144578313253
trio,3連複,0.04,500,300,924,30,293900,1081030,787130,2.6782238856753997
trio,3連複,0.04,800,50,37,8,15100,122290,107190,7.098675496688742
trio,3連複,0.04,800,80,86,12,35400,238180,202780,5.728248587570621
trio,3連複,0.04,800,100,132,14,54500,314900,260400,4.777981651376146
trio,3連複,0.04,800,150,224,17,92900,496650,403750,4.346071044133477
trio,3連複,0.04,800,200,293,18,123300,589750,466450,3.783049472830495
trio,3連複,0.04,800,300,354,21,151000,952700,801700,5.309271523178808
trio,3連複,0.04,1200,80,34,10,17000,207200,190200,11.188235294117646
trio,3連複,0.04,1200,100,48,11,24000,249200,225200,9.383333333333333
trio,3連複,0.04,1200,150,86,14,43000,430950,387950,9.022093023255813
trio,3連複,0.04,1200,200,123,15,61500,524050,462550,7.521138211382114
trio,3連複,0.04,1200,300,158,18,79000,887000,808000,10.227848101265822
trio,3連複,0.04,2000,150,31,5,15500,193700,178200,11.496774193548386
trio,3連複,0.04,2000,200,41,5,20500,193700,173200,8.448780487804878
trio,3連複,0.04,2000,300,53,7,26500,443100,416600,15.720754716981132
trio,3連複,0.05,100,10,131,18,13600,12710,-890,-0.06544117647058824
