bet_type,bet_label,min_prob,min_ev,max_odds,bets,hits,stake_yen,return_yen,profit_yen,roi
trio,3連複,0.05,100,20,733,53,81700,82640,940,0.011505507955936353
trio,3連複,0.05,100,30,1497,80,177000,173970,-3030,-0.01711864406779661
trio,3連複,0.05,100,50,2799,107,359100,371560,12460,0.03469785575048733
trio,3連複,0.05,100,80,3698,126,525000,627450,102450,0.19514285714285715
trio,3連複,0.05,100,100,3953,131,589400,766870,177470,0.3011028164234815
trio,3連複,0.05,100,150,4181,135,662300,985910,323610,0.4886154310735316
trio,3連複,0.05,100,200,4262,136,696300,1079010,382710,0.5496337785437312
trio,3連複,0.05,100,300,4303,139,715900,1441960,726060,1.0141919262466825
trio,3連複,0.05,200,10,23,5,2800,3450,650,0.23214285714285715
trio,3連複,0.05,200,20,232,15,31600,38830,7230,0.22879746835443038
trio,3連複,0.05,200,30,606,27,87900,91710,3810,0.04334470989761092
trio,3連複,0.05,200,50,1380,45,217200,257430,40230,0.18522099447513812
trio,3連複,0.05,200,80,2226,63,377800,508280,130480,0.34536791953414503
trio,3連複,0.05,200,100,2481,68,442200,647700,205500,0.46472184531886024
trio,3連複,0.05,200,150,2709,72,515100,866740,351640,0.6826635604736945
trio,3連複,0.05,200,200,2790,73,549100,959840,410740,0.748024039337097
trio,3連複,0.05,200,300,2831,76,568700,1322790,754090,1.3259890979426763
trio,3連複,0.05,300,20,71,4,15500,27370,11870,0.7658064516129032
trio,3連複,0.05,300,30,239,13,51200,73350,22150,0.4326171875
trio,3連複,0.05,300,50,661,24,145300,211760,66460,0.4573984858912595
trio,3連複,0.05,300,80,1244,35,279600,420580,140980,0.5042203147353362
trio,3連複,0.05,300,100,1499,40,344000,560000,216000,0.627906976744186
trio,3連複,0.05,300,150,1727,44,416900,779040,362140,0.8686495562485008
trio,3連複,0.05,300,200,1808,45,450900,872140,421240,0.934220447992903
trio,3連複,0.05,300,300,1849,48,470500,1235090,764590,1.625058448459086
trio,3連複,0.05,500,30,49,7,13200,44030,30830,2.3356060606060605
trio,3連複,0.05,500,50,160,13,45100,146380,101280,2.2456762749445676
trio,3連複,0.05,500,80,353,18,101400,283300,181900,1.7938856015779092
trio,3連複,0.05,500,100,493,22,142800,405940,263140,1.8427170868347338
trio,3連複,0.05,500,150,697,26,210900,624980,414080,1.9633949739212897
trio,3連複,0.05,500,200,778,27,244900,718080,473180,1.9321355655369539
trio,3連複,0.05,500,300,819,30,264500,1081030,816530,3.087069943289225
trio,3連複,0.05,800,50,37,8,15100,122290,107190,7.098675496688742
trio,3連複,0.05,800,80,86,12,35400,238180,202780,5.728248587570621
trio,3連複,0.05,800,100,132,14,54500,314900,260400,4.777981651376146
trio,3連複,0.05,800,150,224,17,92900,496650,403750,4.346071044133477
trio,3連複,0.05,800,200,293,18,123300,589750,466450,3.783049472830495
trio,3連複,0.05,800,300,334,21,142900,952700,809800,5.6668999300209935
trio,3連複,0.05,1200,80,34,10,17000,207200,190200,11.188235294117646
trio,3連複,0.05,1200,100,48,11,24000,249200,225200,9.383333333333333
trio,3連複,0.05,1200,150,86,14,43000,430950,387950,9.022093023255813
trio,3連複,0.05,1200,200,123,15,61500,524050,462550,7.521138211382114
trio,3連複,0.05,1200,300,155,18,77500,887000,809500,10.44516129032258
trio,3連複,0.05,2000,150,31,5,15500,193700,178200,11.496774193548386
trio,3連複,0.05,2000,200,41,5,20500,193700,173200,8.448780487804878
trio,3連複,0.05,2000,300,53,7,26500,443100,416600,15.720754716981132
trio,3連複,0.07,100,10,131,18,13600,12710,-890,-0.06544117647058824
trio,3連複,0.07,100,20,733,53,81700,82640,940,0.011505507955936353
trio,3連複,0.07,100,30,1491,80,176400,173970,-2430,-0.013775510204081633
trio,3連複,0.07,100,50,2400,101,319200,348950,29750,0.09320175438596491
trio,3連複,0.07,100,80,2862,110,427100,530190,103090,0.24137204401779444
trio,3連複,0.07,100,100,2985,113,465100,634390,169290,0.36398623951838316
trio,3連複,0.07,100,150,3087,116,506500,816140,309640,0.6113326752221125
trio,3連複,0.07,100,200,3127,117,525800,909240,383440,0.7292506656523393
trio,3連複,0.07,100,300,3150,120,537300,1272190,734890,1.3677461380978968
trio,3連複,0.07,200,10,23,5,2800,3450,650,0.23214285714285715
trio,3連複,0.07,200,20,232,15,31600,38830,7230,0.22879746835443038
trio,3連複,0.07,200,30,606,27,87900,91710,3810,0.04334470989761092
trio,3連複,0.07,200,50,1341,44,213300,252660,39360,0.18452883263009845
trio,3連複,0.07,200,80,1803,53,321200,433900,112700,0.3508717310087173
trio,3連複,0.07,200,100,1926,56,359200,538100,178900,0.4980512249443207
trio,3連複,0.07,200,150,2028,59,400600,719850,319250,0.7969296055916126
trio,3連複,0.07,200,200,2068,60,419900,812950,393050,0.9360562038580614
trio,3連複,0.07,200,300,2091,63,431400,1175900,744500,1.7257765414928141
trio,3連複,0.07,300,20,71,4,15500,27370,11870,0.7658064516129032
trio,3連複,0.07,300,30,239,13,51200,73350,22150,0.4326171875
trio,3連複,0.07,300,50,661,24,145300,211760,66460,0.4573984858912595
trio,3連複,0.07,300,80,1101,33,251000,393000,142000,0.5657370517928287
trio,3連複,0.07,300,100,1224,36,289000,497200,208200,0.7204152249134949
trio,3連複,0.07,300,150,1326,39,330400,678950,348550,1.0549334140435835
trio,3連複,0.07,300,200,1366,40,349700,772050,422350,1.207749499571061
trio,3連複,0.07,300,300,1389,43,361200,1135000,773800,2.1423034330011075
trio,3連複,0.07,500,30,49,7,13200,44030,30830,2.3356060606060605
trio,3連複,0.07,500,50,160,13,45100,146380,101280,2.2456762749445676
trio,3連複,0.07,500,80,353,18,101400,283300,181900,1.7938856015779092
trio,3連複,0.07,500,100,473,21,138800,387500,248700,1.79178674351585
trio,3連複,0.07,500,150,575,24,180200,569250,389050,2.158990011098779
trio,3連複,0.07,500,200,615,25,199500,662350,462850,2.320050125313283
trio,3連複,0.07,500,300,638,28,211000,1025300,814300,3.8592417061611375
trio,3連複,0.07,800,50,37,8,15100,122290,107190,7.098675496688742
trio,3連複,0.07,800,80,86,12,35400,238180,202780,5.728248587570621
trio,3連複,0.07,800,100,132,14,54500,314900,260400,4.777981651376146
trio,3連複,0.07,800,150,218,17,91100,496650,405550,4.451701427003293
trio,3連複,0.07,800,200,258,18,110400,589750,479350,4.3419384057971016
trio,3連複,0.07,800,300,281,21,121900,952700,830800,6.815422477440525
trio,3連複,0.07,1200,80,34,10,17000,207200,190200,11.188235294117646
trio,3連複,0.07,1200,100,48,11,24000,249200,225200,9.383333333333333
trio,3連複,0.07,1200,150,86,14,43000,430950,387950,9.022093023255813
trio,3連複,0.07,1200,200,119,15,59500,524050,464550,7.807563025210084
trio,3連複,0.07,1200,300,142,18,71000,887000,816000,11.492957746478874
trio,3連複,0.07,2000,150,31,5,15500,193700,178200,11.496774193548386
trio,3連複,0.07,2000,200,41,5,20500,193700,173200,8.448780487804878
trio,3連複,0.07,2000,300,53,7,26500,443100,416600,15.720754716981132
trio,3連複,0.1,100,10,131,18,13600,12710,-890,-0.06544117647058824
trio,3連複,0.1,100,20,733,53,81700,82640,940,0.011505507955936353
trio,3連複,0.1,100,30,1275,71,154800,149680,-5120,-0.03307493540051679
trio,3連複,0.1,100,50,1711,83,244200,291670,47470,0.19438984438984439
trio,3連複,0.1,100,80,1876,89,294300,439210,144910,0.4923887189942236
trio,3連複,0.1,100,100,1924,91,314000,515930,201930,0.6430891719745223
trio,3連複,0.1,100,150,1974,94,337800,697680,359880,1.0653641207815274
trio,3連複,0.1,100,200,1992,95,346800,790780,443980,1.2802191464821222
trio,3連複,0.1,100,300,2002,97,351800,1040180,688380,1.9567367822626491
trio,3連複,0.1,200,10,23,5,2800,3450,650,0.23214285714285715
trio,3連複,0.1,200,20,232,15,31600,38830,7230,0.22879746835443038
trio,3連複,0.1,200,30,606,27,87900,91710,3810,0.04334470989761092
trio,3連複,0.1,200,50,1042,39,177300,233700,56400,0.31810490693739424
trio,3連複,0.1,200,80,1207,45,227400,381240,153840,0.6765171503957783
trio,3連複,0.1,200,100,1255,47,247100,457960,210860,0.8533387292594091
trio,3連複,0.1,200,150,1305,50,270900,639710,368810,1.3614248800295312
trio,3連複,0.1,200,200,1323,51,279900,732810,452910,1.6181136120042872
trio,3連複,0.1,200,300,1333,53,284900,982210,697310,2.4475605475605478
trio,3連複,0.1,300,20,71,4,15500,27370,11870,0.7658064516129032
trio,3連複,0.1,300,30,239,13,51200,73350,22150,0.4326171875
trio,3連複,0.1,300,50,600,24,133100,211760,78660,0.590984222389181
trio,3連複,0.1,300,80,765,30,183200,359300,176100,0.9612445414847162
trio,3連複,0.1,300,100,813,32,202900,436020,233120,1.1489403647116807
trio,3連複,0.1,300,150,863,35,226700,617770,391070,1.7250551389501545
trio,3連複,0.1,300,200,881,36,235700,710870,475170,2.0159949087823503
trio,3連複,0.1,300,300,891,38,240700,960270,719570,2.9894889904445368
trio,3連複,0.1,500,30,49,7,13200,44030,30830,2.3356060606060605
trio,3連複,0.1,500,50,160,13,45100,146380,101280,2.2456762749445676
trio,3連複,0.1,500,80,312,18,92600,283300,190700,2.0593952483801297
trio,3連複,0.1,500,100,360,20,112300,360020,247720,2.205877114870882
trio,3連複,0.1,500,150,410,23,136100,541770,405670,2.9806759735488613
trio,3連複,0.1,500,200,428,24,145100,634870,489770,3.3753962784286697
trio,3連複,0.1,500,300,438,26,150100,884270,734170,4.891205862758161
trio,3連複,0.1,800,50,37,8,15100,122290,107190,7.098675496688742
trio,3連複,0.1,800,80,86,12,35400,238180,202780,5.728248587570621
trio,3連複,0.1,800,100,131,14,54200,314900,260700,4.8099630996309966
trio,3連複,0.1,800,150,181,17,78000,496650,418650,5.367307692307692
trio,3連複,0.1,800,200,199,18,87000,589750,502750,5.778735632183908
trio,3連複,0.1,800,300,209,20,92000,839150,747150,8.121195652173913
trio,3連複,0.1,1200,80,34,10,17000,207200,190200,11.188235294117646
trio,3連複,0.1,1200,100,48,11,24000,249200,225200,9.383333333333333
trio,3連複,0.1,1200,150,86,14,43000,430950,387950,9.022093023255813
trio,3連複,0.1,1200,200,104,15,52000,524050,472050,9.077884615384615
trio,3連複,0.1,1200,300,114,17,57000,773450,716450,12.569298245614036
trio,3連複,0.1,2000,150,31,5,15500,193700,178200,11.496774193548386
trio,3連複,0.1,2000,200,41,5,20500,193700,173200,8.448780487804878
trio,3連複,0.1,2000,300,51,7,25500,443100,417600,16.376470588235293
trio,3連複,0.15,100,10,131,18,13600,12710,-890,-0.06544117647058824
trio,3連複,0.15,100,20,574,47,65800,72240,6440,0.09787234042553192
trio,3連複,0.15,100,30,782,57,104500,120320,15820,0.15138755980861243
trio,3連複,0.15,100,50,917,65,141100,236030,94930,0.672785258681786
trio,3連複,0.15,100,80,960,69,159400,351920,192520,1.2077791718946047
trio,3連複,0.15,100,100,971,70,164900,393920,229020,1.3888417222559126
trio,3連複,0.15,100,150,993,72,175900,511520,335620,1.9080159181353042
trio,3連複,0.15,100,200,1000,72,179400,511520,332120,1.8512820512820514
trio,3連複,0.15,100,300,1008,74,183400,760920,577520,3.1489640130861507
trio,3連複,0.15,200,10,23,5,2800,3450,650,0.23214285714285715
trio,3連複,0.15,200,20,232,15,31600,38830,7230,0.22879746835443038
trio,3連複,0.15,200,30,440,25,70300,86910,16610,0.23627311522048364
trio,3連複,0.15,200,50,575,33,106900,202620,95720,0.8954162768942937
trio,3連複,0.15,200,80,618,37,125200,318510,193310,1.5440095846645367
trio,3連複,0.15,200,100,629,38,130700,360510,229810,1.7583014537107882
trio,3連複,0.15,200,150,651,40,141700,478110,336410,2.374100211714891
trio,3連複,0.15,200,200,658,40,145200,478110,332910,2.292768595041322
trio,3連複,0.15,200,300,666,42,149200,727510,578310,3.8760723860589814
trio,3連複,0.15,300,20,71,4,15500,27370,11870,0.7658064516129032
trio,3連複,0.15,300,30,229,13,49200,73350,24150,0.49085365853658536
trio,3連複,0.15,300,50,364,21,85800,189060,103260,1.2034965034965035
trio,3連複,0.15,300,80,407,25,104100,304950,200850,1.9293948126801153
trio,3連複,0.15,300,100,418,26,109600,346950,237350,2.165602189781022
trio,3連複,0.15,300,150,440,28,120600,464550,343950,2.851990049751244
trio,3連複,0.15,300,200,447,28,124100,464550,340450,2.743352135374698
trio,3連複,0.15,300,300,455,30,128100,713950,585850,4.573380171740827
trio,3連複,0.15,500,30,49,7,13200,44030,30830,2.3356060606060605
trio,3連複,0.15,500,50,144,13,41800,146380,104580,2.501913875598086
trio,3連複,0.15,500,80,187,17,60100,262270,202170,3.363893510815308
trio,3連複,0.15,500,100,198,18,65600,304270,238670,3.638262195121951
trio,3連複,0.15,500,150,220,20,76600,421870,345270,4.507441253263708
trio,3連複,0.15,500,200,227,20,80100,421870,341770,4.266791510611736
trio,3連複,0.15,500,300,235,22,84100,671270,587170,6.981807372175981
trio,3連複,0.15,800,50,37,8,15100,122290,107190,7.098675496688742
trio,3連複,0.15,800,80,74,12,31600,238180,206580,6.5373417721518985
trio,3連複,0.15,800,100,85,13,37100,280180,243080,6.5520215633423184
trio,3連複,0.15,800,150,107,15,48100,397780,349680,7.26985446985447
trio,3連複,0.15,800,200,114,15,51600,397780,346180,6.708914728682171
trio,3連複,0.15,800,300,122,17,55600,647180,591580,10.639928057553957
trio,3連複,0.15,1200,80,34,10,17000,207200,190200,11.188235294117646
trio,3連複,0.15,1200,100,45,11,22500,249200,226700,10.075555555555555
trio,3連複,0.15,1200,150,67,13,33500,366800,333300,9.949253731343283
trio,3連複,0.15,1200,200,74,13,37000,366800,329800,8.913513513513514
trio,3連複,0.15,1200,300,82,15,41000,616200,575200,14.029268292682927
trio,3連複,0.15,2000,150,31,5,15500,193700,178200,11.496774193548386
trio,3連複,0.15,2000,200,38,5,19000,193700,174700,9.194736842105263
trio,3連複,0.15,2000,300,46,7,23000,443100,420100,18.265217391304347
trio,3連複,0.2,100,10,131,18,13600,12710,-890,-0.06544117647058824
trio,3連複,0.2,100,20,339,34,42300,53980,11680,0.2761229314420804
trio,3連複,0.2,100,30,425,40,61600,84220,22620,0.3672077922077922
trio,3連複,0.2,100,50,468,46,77200,186570,109370,1.4167098445595856
trio,3連複,0.2,100,80,489,49,87400,279220,191820,2.194736842105263
trio,3連複,0.2,100,100,497,50,91400,321220,229820,2.514442013129103
trio,3連複,0.2,100,150,506,52,95900,438820,342920,3.5758081334723673
trio,3連複,0.2,100,200,509,52,97400,438820,341420,3.5053388090349076
trio,3連複,0.2,100,300,513,54,99400,688220,588820,5.92374245472837
trio,3連複,0.2,200,10,23,5,2800,3450,650,0.23214285714285715
trio,3連複,0.2,200,20,176,14,26000,37120,11120,0.4276923076923077
trio,3連複,0.2,200,30,262,20,45300,67360,22060,0.4869757174392936
trio,3連複,0.2,200,50,305,26,60900,169710,108810,1.7866995073891625
trio,3連複,0.2,200,80,326,29,71100,262360,191260,2.690014064697609
trio,3連複,0.2,200,100,334,30,75100,304360,229260,3.0527296937416777
trio,3連複,0.2,200,150,343,32,79600,421960,342360,4.301005025125628
trio,3連複,0.2,200,200,346,32,81100,421960,340860,4.202959309494451
trio,3連複,0.2,200,300,350,34,83100,671360,588260,7.0789410348977135
trio,3連複,0.2,300,20,71,4,15500,27370,11870,0.7658064516129032
trio,3連複,0.2,300,30,157,10,34800,57610,22810,0.6554597701149425
trio,3連複,0.2,300,50,200,16,50400,159960,109560,2.1738095238095236
trio,3連複,0.2,300,80,221,19,60600,252610,192010,3.1684818481848183
trio,3連複,0.2,300,100,229,20,64600,294610,230010,3.5605263157894735
trio,3連複,0.2,300,150,238,22,69100,412210,343110,4.965412445730825
trio,3連複,0.2,300,200,241,22,70600,412210,341610,4.838668555240793
trio,3連複,0.2,300,300,245,24,72600,661610,589010,8.113085399449036
trio,3連複,0.2,500,30,49,7,13200,44030,30830,2.3356060606060605
trio,3連複,0.2,500,50,92,13,28800,146380,117580,4.082638888888889
trio,3連複,0.2,500,80,113,16,39000,239030,200030,5.128974358974359
trio,3連複,0.2,500,100,121,17,43000,281030,238030,5.535581395348837
trio,3連複,0.2,500,150,130,19,47500,398630,351130,7.39221052631579
trio,3連複,0.2,500,200,133,19,49000,398630,349630,7.13530612244898
trio,3連複,0.2,500,300,137,21,51000,648030,597030,11.706470588235295
trio,3連複,0.2,800,50,35,8,14500,122290,107790,7.433793103448276
trio,3連複,0.2,800,80,56,11,24700,214940,190240,7.702024291497976
trio,3連複,0.2,800,100,64,12,28700,256940,228240,7.952613240418119
trio,3連複,0.2,800,150,73,14,33200,374540,341340,10.28132530120482
trio,3連複,0.2,800,200,76,14,34700,374540,339840,9.793659942363112
trio,3連複,0.2,800,300,80,16,36700,623940,587240,16.00108991825613
trio,3連複,0.2,1200,80,32,10,16000,207200,191200,11.95
trio,3連複,0.2,1200,100,40,11,20000,249200,229200,11.46
trio,3連複,0.2,1200,150,49,13,24500,366800,342300,13.971428571428572
trio,3連複,0.2,1200,200,52,13,26000,366800,340800,13.107692307692307
trio,3連複,0.2,1200,300,56,15,28000,616200,588200,21.007142857142856
trio,3連複,0.2,2000,150,23,5,11500,193700,182200,15.843478260869565
trio,3連複,0.2,2000,200,26,5,13000,193700,180700,13.9
trio,3連複,0.2,2000,300,30,7,15000,443100,428100,28.54
