date,venue,race_no,race_id,candidate_rank,buy,trifecta_prob_approx,trifecta_odds,stake_yen,trifecta_return_yen,trifecta_profit_yen,loss_amount_yen,expected_profit_yen
2026-06-30,平塚,7,073520260630,5,1-6-7,0.009572273532055359,6550.7,100,655070,654970,100,6171
2026-06-30,平塚,7,073520260630,6,1-3-6,0.009570819597069142,2708.4,100,270840,270740,100,2492
2026-06-30,平塚,7,073520260630,7,1-4-6,0.009570819597069142,4471.1,100,447110,447010,100,4179
2026-06-30,平塚,7,073520260630,8,1-2-6,0.009512004121915843,7613.0,100,761300,761200,100,7141
2026-06-30,平塚,8,083520260630,1,6-1-2,0.014842598241259556,1305.9,100,130590,130490,100,1838
2026-06-30,平塚,8,083520260630,2,6-1-3,0.014842598241259556,1998.6,100,199860,199760,100,2866
2026-06-30,平塚,8,083520260630,3,6-2-1,0.014842598241259556,1349.8,100,134980,134880,100,1903
2026-06-30,平塚,8,083520260630,4,6-2-3,0.014842598241259556,1894.0,100,189400,189300,100,2711
2026-06-30,平塚,8,083520260630,5,6-3-1,0.014842598241259556,2091.0,100,209100,209000,100,3004
2026-06-30,平塚,8,083520260630,6,6-3-2,0.014842598241259556,2565.6,100,256560,256460,100,3708
2026-06-30,平塚,8,083520260630,7,1-6-2,0.01434966114529527,559.1,100,55910,55810,100,702
2026-06-30,平塚,8,083520260630,8,1-6-3,0.01434966114529527,547.2,100,54720,54620,100,685
2026-06-30,平塚,9,093520260630,1,1-3-4,0.009650515456108214,185.4,100,18540,18440,100,79
2026-06-30,平塚,9,093520260630,2,1-3-7,0.009650515456108214,175.4,100,17540,17440,100,69
2026-06-30,平塚,9,093520260630,3,1-4-3,0.009650515456108214,228.0,100,22800,22700,100,120
2026-06-30,平塚,9,093520260630,4,1-4-7,0.009650515456108214,162.3,100,16230,16130,100,57
2026-06-30,平塚,9,093520260630,5,1-7-3,0.009650515456108214,72.1,100,7210,7110,100,-30
2026-06-30,平塚,9,093520260630,6,1-7-4,0.009650515456108214,88.7,100,8870,8770,100,-14
2026-06-30,平塚,9,093520260630,7,3-1-4,0.009650515456108214,219.2,100,21920,21820,100,112
2026-06-30,平塚,9,093520260630,8,3-1-7,0.009650515456108214,218.2,100,21820,21720,100,111
2026-06-30,平塚,10,103520260630,1,4-5-6,0.03103079993120463,201.7,100,20170,20070,100,526
2026-06-30,平塚,10,103520260630,2,4-6-5,0.03103079993120463,476.3,100,47630,47530,100,1378
2026-06-30,平塚,10,103520260630,3,5-4-6,0.03103079993120463,146.7,100,14670,14570,100,355
2026-06-30,平塚,10,103520260630,4,5-6-4,0.03103079993120463,221.7,100,22170,22070,100,588
2026-06-30,平塚,10,103520260630,5,6-4-5,0.03103079993120463,440.2,100,44020,43920,100,1266
2026-06-30,平塚,10,103520260630,6,6-5-4,0.03103079993120463,276.7,100,27670,27570,100,759
2026-06-30,平塚,10,103520260630,7,4-5-1,0.013567579190699858,63.5,100,6350,6250,100,-14
2026-06-30,平塚,10,103520260630,8,4-6-1,0.013567579190699858,299.5,100,29950,29850,100,306
2026-06-30,平塚,11,113520260630,1,1-3-5,0.021228206771425177,32.8,100,3280,3180,100,-30
2026-06-30,平塚,11,113520260630,2,1-5-3,0.021228206771425177,64.4,100,6440,6340,100,37
2026-06-30,平塚,11,113520260630,3,3-1-5,0.021228206771425177,72.9,100,7290,7190,100,55
2026-06-30,平塚,11,113520260630,4,3-5-1,0.021228206771425177,71.2,100,7120,7020,100,51
2026-06-30,平塚,11,113520260630,5,5-1-3,0.021228206771425177,230.6,100,23060,22960,100,390
2026-06-30,平塚,11,113520260630,6,5-3-1,0.021228206771425177,157.4,100,15740,15640,100,234
2026-06-30,平塚,11,113520260630,7,1-3-2,0.009042380485110349,57.0,100,5700,5600,100,-48
2026-06-30,平塚,11,113520260630,8,1-3-4,0.009042380485110349,21.7,100,2170,2070,100,-80
2026-06-30,平塚,12,123520260630,1,3-4-7,0.014230948958073367,39.2,100,3920,3820,100,-44
2026-06-30,平塚,12,123520260630,2,3-7-4,0.014230948958073367,110.8,100,11080,10980,100,58
2026-06-30,平塚,12,123520260630,3,4-3-7,0.014230948958073367,50.1,100,5010,4910,100,-29
2026-06-30,平塚,12,123520260630,4,4-7-3,0.014230948958073367,180.5,100,18050,17950,100,157
2026-06-30,平塚,12,123520260630,5,7-3-4,0.014230948958073367,187.8,100,18780,18680,100,167
2026-06-30,平塚,12,123520260630,6,7-4-3,0.014230948958073367,245.0,100,24500,24400,100,249
2026-06-30,平塚,12,123520260630,7,3-4-5,0.013066598588776457,23.5,100,2350,2250,100,-69
2026-06-30,平塚,12,123520260630,8,3-7-5,0.013066598588776457,252.7,100,25270,25170,100,230
2026-06-30,武雄,1,018420260630,1,1-5-4,0.030892959936843326,37.1,100,3710,3610,100,15
2026-06-30,武雄,1,018420260630,2,5-1-4,0.030892959936843326,23.7,100,2370,2270,100,-27
2026-06-30,武雄,1,018420260630,3,1-4-5,0.029787740003815934,100.2,100,10020,9920,100,198
2026-06-30,武雄,1,018420260630,4,5-4-1,0.029787740003815934,51.7,100,5170,5070,100,54
2026-06-30,武雄,1,018420260630,5,4-1-5,0.02904627352609895,239.1,100,23910,23810,100,594
2026-06-30,武雄,1,018420260630,6,4-5-1,0.02904627352609895,184.2,100,18420,18320,100,435
2026-06-30,武雄,1,018420260630,7,1-5-2,0.014710933303258726,58.4,100,5840,5740,100,-14
2026-06-30,武雄,1,018420260630,8,5-1-2,0.014710933303258726,26.1,100,2610,2510,100,-62
2026-06-30,武雄,2,028420260630,1,2-4-7,0.019885538739316352,317.9,100,31790,31690,100,532
2026-06-30,武雄,2,028420260630,2,2-7-4,0.019885538739316352,56.6,100,5660,5560,100,13
2026-06-30,武雄,2,028420260630,3,4-2-7,0.019885538739316352,806.8,100,80680,80580,100,1504
2026-06-30,武雄,2,028420260630,4,4-7-2,0.019885538739316352,1019.9,100,101990,101890,100,1928
2026-06-30,武雄,2,028420260630,5,7-2-4,0.019885538739316352,25.1,100,2510,2410,100,-50
2026-06-30,武雄,2,028420260630,6,7-4-2,0.019885538739316352,240.2,100,24020,23920,100,378
2026-06-30,武雄,2,028420260630,7,2-4-5,0.018258540115190472,241.8,100,24180,24080,100,341
2026-06-30,武雄,2,028420260630,8,2-7-5,0.018258540115190472,4.8,100,480,380,100,-91
2026-06-30,武雄,3,038420260630,1,2-1-5,0.015400794675797398,118.5,100,11850,11750,100,82
2026-06-30,武雄,3,038420260630,2,2-1-7,0.015400794675797398,252.5,100,25250,25150,100,289
2026-06-30,武雄,3,038420260630,3,2-5-1,0.015400794675797398,126.4,100,12640,12540,100,95
2026-06-30,武雄,3,038420260630,4,2-5-7,0.015400794675797398,200.2,100,20020,19920,100,208
2026-06-30,武雄,3,038420260630,5,2-7-1,0.015400794675797398,512.3,100,51230,51130,100,689
2026-06-30,武雄,3,038420260630,6,2-7-5,0.015400794675797398,373.9,100,37390,37290,100,476
2026-06-30,武雄,3,038420260630,7,1-2-5,0.014556182305623767,195.5,100,19550,19450,100,185
2026-06-30,武雄,3,038420260630,8,1-2-7,0.014556182305623767,374.4,100,37440,37340,100,445
2026-06-30,武雄,4,048420260630,1,1-3-4,0.011560944525003038,32.2,100,3220,3120,100,-63
2026-06-30,武雄,4,048420260630,2,1-3-6,0.011560944525003038,101.1,100,10110,10010,100,17
2026-06-30,武雄,4,048420260630,3,1-4-3,0.011560944525003038,15.0,100,1500,1400,100,-83
2026-06-30,武雄,4,048420260630,4,1-4-6,0.011560944525003038,31.6,100,3160,3060,100,-63
2026-06-30,武雄,4,048420260630,5,1-6-3,0.011560944525003038,61.3,100,6130,6030,100,-29
2026-06-30,武雄,4,048420260630,6,1-6-4,0.011560944525003038,29.6,100,2960,2860,100,-66
2026-06-30,武雄,4,048420260630,7,3-1-4,0.010980692793272186,82.7,100,8270,8170,100,-9
2026-06-30,武雄,4,048420260630,8,3-1-6,0.010980692793272186,262.5,100,26250,26150,100,188
2026-06-30,武雄,5,058420260630,1,3-1-4,0.008151368272835661,395.2,100,39520,39420,100,222
2026-06-30,武雄,5,058420260630,2,3-1-6,0.008151368272835661,2829.6,100,282960,282860,100,2207
2026-06-30,武雄,5,058420260630,3,3-4-1,0.008151368272835661,285.5,100,28550,28450,100,133
2026-06-30,武雄,5,058420260630,4,3-4-6,0.008151368272835661,1078.4,100,107840,107740,100,779
2026-06-30,武雄,5,058420260630,5,3-6-1,0.008151368272835661,3914.9,100,391490,391390,100,3091
2026-06-30,武雄,5,058420260630,6,3-6-4,0.008151368272835661,2857.9,100,285790,285690,100,2230
2026-06-30,武雄,5,058420260630,7,1-3-4,0.007888086018244752,256.7,100,25670,25570,100,102
2026-06-30,武雄,5,058420260630,8,1-3-6,0.007888086018244752,1488.4,100,148840,148740,100,1074
2026-06-30,武雄,6,068420260630,1,1-7-5,0.04979741535384622,364.4,100,36440,36340,100,1715
2026-06-30,武雄,6,068420260630,2,7-1-5,0.04979741535384622,1084.5,100,108450,108350,100,5301
2026-06-30,武雄,6,068420260630,3,1-5-7,0.04759477029392259,87.4,100,8740,8640,100,316
2026-06-30,武雄,6,068420260630,4,7-5-1,0.04759477029392259,1285.4,100,128540,128440,100,6018
2026-06-30,武雄,6,068420260630,5,5-1-7,0.04622829148813172,79.8,100,7980,7880,100,269
2026-06-30,武雄,6,068420260630,6,5-7-1,0.04622829148813172,383.2,100,38320,38220,100,1671
2026-06-30,武雄,6,068420260630,7,1-7-4,0.0231018937208565,400.4,100,40040,39940,100,825
2026-06-30,武雄,6,068420260630,8,7-1-4,0.0231018937208565,628.4,100,62840,62740,100,1352
2026-06-30,武雄,7,078420260630,1,1-2-3,0.021228206771425177,94.1,100,9410,9310,100,100
2026-06-30,武雄,7,078420260630,2,1-3-2,0.021228206771425177,126.4,100,12640,12540,100,168
2026-06-30,武雄,7,078420260630,3,2-1-3,0.021228206771425177,160.1,100,16010,15910,100,240
2026-06-30,武雄,7,078420260630,4,2-3-1,0.021228206771425177,224.7,100,22470,22370,100,377
2026-06-30,武雄,7,078420260630,5,3-1-2,0.021228206771425177,294.0,100,29400,29300,100,524
2026-06-30,武雄,7,078420260630,6,3-2-1,0.021228206771425177,345.5,100,34550,34450,100,633
2026-06-30,武雄,7,078420260630,7,1-2-4,0.009042380485110349,61.6,100,6160,6060,100,-44
2026-06-30,武雄,7,078420260630,8,1-2-5,0.009042380485110349,78.0,100,7800,7700,100,-29
2026-06-30,武雄,8,088420260630,1,4-5-7,0.021307462042056392,134.2,100,13420,13320,100,186
2026-06-30,武雄,8,088420260630,2,4-7-5,0.021307462042056392,262.2,100,26220,26120,100,459
2026-06-30,武雄,8,088420260630,3,5-4-7,0.021307462042056392,47.7,100,4770,4670,100,2
2026-06-30,武雄,8,088420260630,4,5-7-4,0.021307462042056392,85.0,100,8500,8400,100,81
2026-06-30,武雄,8,088420260630,5,7-4-5,0.021307462042056392,350.9,100,35090,34990,100,648
2026-06-30,武雄,8,088420260630,6,7-5-4,0.021307462042056392,312.6,100,31260,31160,100,566
2026-06-30,武雄,8,088420260630,7,4-5-1,0.009076140110697873,47.9,100,4790,4690,100,-57
2026-06-30,武雄,8,088420260630,8,4-5-6,0.009076140110697873,235.0,100,23500,23400,100,113
2026-06-30,武雄,9,098420260630,1,1-4-5,0.020146907294243392,167.9,100,16790,16690,100,238
2026-06-30,武雄,9,098420260630,2,1-5-4,0.020146907294243392,99.6,100,9960,9860,100,101
2026-06-30,武雄,9,098420260630,3,4-1-5,0.020146907294243392,178.1,100,17810,17710,100,259
2026-06-30,武雄,9,098420260630,4,4-5-1,0.020146907294243392,90.7,100,9070,8970,100,83
2026-06-30,武雄,9,098420260630,5,5-1-4,0.020146907294243392,57.9,100,5790,5690,100,17
2026-06-30,武雄,9,098420260630,6,5-4-1,0.020146907294243392,99.3,100,9930,9830,100,100
2026-06-30,武雄,9,098420260630,7,1-4-7,0.018498523970168938,129.5,100,12950,12850,100,140
2026-06-30,武雄,9,098420260630,8,1-5-7,0.018498523970168938,49.5,100,4950,4850,100,-8
2026-06-30,武雄,10,108420260630,1,2-5-6,0.027127022123394108,148.9,100,14890,14790,100,304
2026-06-30,武雄,10,108420260630,2,2-5-7,0.027127022123394108,19.8,100,1980,1880,100,-46
2026-06-30,武雄,10,108420260630,3,2-6-5,0.027127022123394108,356.9,100,35690,35590,100,868
2026-06-30,武雄,10,108420260630,4,2-6-7,0.027127022123394108,354.1,100,35410,35310,100,861
2026-06-30,武雄,10,108420260630,5,2-7-5,0.027127022123394108,14.2,100,1420,1320,100,-61
2026-06-30,武雄,10,108420260630,6,2-7-6,0.027127022123394108,113.0,100,11300,11200,100,207
2026-06-30,武雄,10,108420260630,7,2-5-3,0.02490753849511641,94.2,100,9420,9320,100,135
2026-06-30,武雄,10,108420260630,8,2-6-3,0.02490753849511641,535.4,100,53540,53440,100,1234
2026-06-30,武雄,11,118420260630,1,2-3-6,0.011461255649547879,30.7,100,3070,2970,100,-65
2026-06-30,武雄,11,118420260630,2,2-3-7,0.011461255649547879,201.0,100,20100,20000,100,130
2026-06-30,武雄,11,118420260630,3,2-6-3,0.011461255649547879,55.7,100,5570,5470,100,-36
2026-06-30,武雄,11,118420260630,4,2-6-7,0.011461255649547879,400.7,100,40070,39970,100,359
2026-06-30,武雄,11,118420260630,5,2-7-3,0.011461255649547879,462.6,100,46260,46160,100,430
2026-06-30,武雄,11,118420260630,6,2-7-6,0.011461255649547879,677.4,100,67740,67640,100,676
2026-06-30,武雄,11,118420260630,7,3-2-6,0.011461255649547879,41.9,100,4190,4090,100,-52
2026-06-30,武雄,11,118420260630,8,3-2-7,0.011461255649547879,384.4,100,38440,38340,100,341
2026-06-30,武雄,12,128420260630,1,1-3-4,0.013555041539073059,236.2,100,23620,23520,100,220
2026-06-30,武雄,12,128420260630,2,1-3-7,0.013555041539073059,109.1,100,10910,10810,100,48
2026-06-30,武雄,12,128420260630,3,1-4-3,0.013555041539073059,234.0,100,23400,23300,100,217
2026-06-30,武雄,12,128420260630,4,1-4-7,0.013555041539073059,43.6,100,4360,4260,100,-41
2026-06-30,武雄,12,128420260630,5,1-7-3,0.013555041539073059,21.2,100,2120,2020,100,-71
2026-06-30,武雄,12,128420260630,6,1-7-4,0.013555041539073059,4.4,100,440,340,100,-94
2026-06-30,武雄,12,128420260630,7,3-1-4,0.013555041539073059,574.4,100,57440,57340,100,679
2026-06-30,武雄,12,128420260630,8,3-1-7,0.013555041539073059,220.7,100,22070,21970,100,199
2026-06-30,玉野,1,016120260630,1,1-2-3,0.04479199390584796,5.5,100,550,450,100,-75
2026-06-30,玉野,1,016120260630,2,1-2-4,0.04479199390584796,9.0,100,900,800,100,-60
2026-06-30,玉野,1,016120260630,3,2-1-3,0.04479199390584796,43.6,100,4360,4260,100,95
2026-06-30,玉野,1,016120260630,4,2-1-4,0.04479199390584796,55.0,100,5500,5400,100,146
2026-06-30,玉野,1,016120260630,5,1-2-5,0.04456229137299746,15.1,100,1510,1410,100,-33
2026-06-30,玉野,1,016120260630,6,2-1-5,0.04456229137299746,76.6,100,7660,7560,100,241
2026-06-30,玉野,1,016120260630,7,1-3-2,0.030891474128811647,6.5,100,650,550,100,-80
2026-06-30,玉野,1,016120260630,8,1-4-2,0.030891474128811647,25.7,100,2570,2470,100,-21
2026-06-30,玉野,2,026120260630,1,4-1-2,0.06890082827249566,68.3,100,6830,6730,100,371
2026-06-30,玉野,2,026120260630,2,4-1-5,0.06890082827249566,68.3,100,6830,6730,100,371
2026-06-30,玉野,2,026120260630,3,4-2-1,0.06890082827249566,75.4,100,7540,7440,100,420
2026-06-30,玉野,2,026120260630,4,4-2-5,0.06890082827249566,145.8,100,14580,14480,100,905
2026-06-30,玉野,2,026120260630,5,4-5-1,0.06890082827249566,41.2,100,4120,4020,100,184
2026-06-30,玉野,2,026120260630,6,4-5-2,0.06890082827249566,44.6,100,4460,4360,100,207
2026-06-30,玉野,2,026120260630,7,1-4-2,0.0336406201675393,64.3,100,6430,6330,100,116
2026-06-30,玉野,2,026120260630,8,1-4-5,0.0336406201675393,34.1,100,3410,3310,100,15
2026-06-30,玉野,3,036120260630,1,1-2-3,0.02102560817156192,85.4,100,8540,8440,100,80
2026-06-30,玉野,3,036120260630,2,1-3-2,0.02102560817156192,131.6,100,13160,13060,100,177
2026-06-30,玉野,3,036120260630,3,2-1-3,0.02102560817156192,36.3,100,3630,3530,100,-24
2026-06-30,玉野,3,036120260630,4,2-3-1,0.02102560817156192,31.9,100,3190,3090,100,-33
2026-06-30,玉野,3,036120260630,5,3-1-2,0.02102560817156192,316.0,100,31600,31500,100,564
2026-06-30,玉野,3,036120260630,6,3-2-1,0.02102560817156192,131.6,100,13160,13060,100,177
2026-06-30,玉野,3,036120260630,7,1-2-6,0.009193014828258673,23.5,100,2350,2250,100,-78
2026-06-30,玉野,3,036120260630,8,1-3-6,0.009193014828258673,131.6,100,13160,13060,100,21
2026-06-30,玉野,4,046120260630,1,1-2-3,0.010163203573233364,31.6,100,3160,3060,100,-68
2026-06-30,玉野,4,046120260630,2,1-2-5,0.010163203573233364,88.2,100,8820,8720,100,-10
2026-06-30,玉野,4,046120260630,3,1-2-7,0.010163203573233364,105.9,100,10590,10490,100,8
2026-06-30,玉野,4,046120260630,4,1-3-2,0.010163203573233364,14.8,100,1480,1380,100,-85
2026-06-30,玉野,4,046120260630,5,1-3-5,0.010163203573233364,73.0,100,7300,7200,100,-26
2026-06-30,玉野,4,046120260630,6,1-3-7,0.010163203573233364,62.3,100,6230,6130,100,-37
2026-06-30,玉野,4,046120260630,7,1-5-2,0.010163203573233364,151.3,100,15130,15030,100,54
2026-06-30,玉野,4,046120260630,8,1-5-3,0.010163203573233364,84.7,100,8470,8370,100,-14
2026-06-30,玉野,5,056120260630,1,1-3-6,0.02102560817156192,64.1,100,6410,6310,100,35
2026-06-30,玉野,5,056120260630,2,1-6-3,0.02102560817156192,232.5,100,23250,23150,100,389
2026-06-30,玉野,5,056120260630,3,3-1-6,0.02102560817156192,232.5,100,23250,23150,100,389
2026-06-30,玉野,5,056120260630,4,3-6-1,0.02102560817156192,232.5,100,23250,23150,100,389
2026-06-30,玉野,5,056120260630,5,6-1-3,0.02102560817156192,265.7,100,26570,26470,100,459
2026-06-30,玉野,5,056120260630,6,6-3-1,0.02102560817156192,372.0,100,37200,37100,100,682
2026-06-30,玉野,5,056120260630,7,1-3-2,0.009193014828258673,41.3,100,4130,4030,100,-62
2026-06-30,玉野,5,056120260630,8,1-6-2,0.009193014828258673,206.6,100,20660,20560,100,90
2026-06-30,玉野,6,066120260630,1,2-1-3,0.016197587512558807,106.5,100,10650,10550,100,73
2026-06-30,玉野,6,066120260630,2,2-1-7,0.016197587512558807,582.1,100,58210,58110,100,843
2026-06-30,玉野,6,066120260630,3,2-3-1,0.016197587512558807,196.5,100,19650,19550,100,218
2026-06-30,玉野,6,066120260630,4,2-3-7,0.016197587512558807,1513.6,100,151360,151260,100,2352
2026-06-30,玉野,6,066120260630,5,2-7-1,0.016197587512558807,3784.1,100,378410,378310,100,6029
2026-06-30,玉野,6,066120260630,6,2-7-3,0.016197587512558807,9999.9,100,999990,999890,100,16097
2026-06-30,玉野,6,066120260630,7,1-2-3,0.015295412832345437,12.3,100,1230,1130,100,-81
2026-06-30,玉野,6,066120260630,8,1-2-7,0.015295412832345437,120.1,100,12010,11910,100,84
2026-06-30,玉野,7,076120260630,1,1-2-3,0.014230948958073367,36.1,100,3610,3510,100,-49
2026-06-30,玉野,7,076120260630,2,1-3-2,0.014230948958073367,56.8,100,5680,5580,100,-19
2026-06-30,玉野,7,076120260630,3,2-1-3,0.014230948958073367,23.2,100,2320,2220,100,-67
2026-06-30,玉野,7,076120260630,4,2-3-1,0.014230948958073367,16.8,100,1680,1580,100,-76
2026-06-30,玉野,7,076120260630,5,3-1-2,0.014230948958073367,76.9,100,7690,7590,100,9
2026-06-30,玉野,7,076120260630,6,3-2-1,0.014230948958073367,57.0,100,5700,5600,100,-19
2026-06-30,玉野,7,076120260630,7,1-2-4,0.013066598588776457,41.8,100,4180,4080,100,-45
2026-06-30,玉野,7,076120260630,8,1-3-4,0.013066598588776457,73.4,100,7340,7240,100,-4
2026-06-30,豊橋,1,014520260630,1,3-4-5,0.02480008848776015,55.8,100,5580,5480,100,38
2026-06-30,豊橋,1,014520260630,2,3-5-4,0.02480008848776015,311.7,100,31170,31070,100,673
2026-06-30,豊橋,1,014520260630,3,4-3-5,0.02322794303857639,35.2,100,3520,3420,100,-18
2026-06-30,豊橋,1,014520260630,4,5-3-4,0.02322794303857639,532.7,100,53270,53170,100,1137
2026-06-30,豊橋,1,014520260630,5,4-5-3,0.021260717817765878,133.8,100,13380,13280,100,184
2026-06-30,豊橋,1,014520260630,6,5-4-3,0.021260717817765878,328.0,100,32800,32700,100,597
2026-06-30,豊橋,1,014520260630,7,3-4-1,0.010843328732743615,78.1,100,7810,7710,100,-15
2026-06-30,豊橋,1,014520260630,8,3-4-7,0.010843328732743615,53.7,100,5370,5270,100,-42
2026-06-30,豊橋,2,024520260630,1,6-5-2,0.013655266295596847,215.9,100,21590,21490,100,195
2026-06-30,豊橋,2,024520260630,2,6-5-3,0.013655266295596847,422.3,100,42230,42130,100,477
2026-06-30,豊橋,2,024520260630,3,6-2-5,0.013266151888092636,97.3,100,9730,9630,100,29
2026-06-30,豊橋,2,024520260630,4,6-3-5,0.013266151888092636,124.7,100,12470,12370,100,65
2026-06-30,豊橋,2,024520260630,5,5-6-2,0.013244201218075917,915.3,100,91530,91430,100,1112
2026-06-30,豊橋,2,024520260630,6,5-6-3,0.013244201218075917,1405.2,100,140520,140420,100,1761
2026-06-30,豊橋,2,024520260630,7,2-6-5,0.0125926181733466,244.8,100,24480,24380,100,208
2026-06-30,豊橋,2,024520260630,8,3-6-5,0.0125926181733466,170.8,100,17080,16980,100,115
2026-06-30,豊橋,3,034520260630,1,2-1-3,0.013973382542264106,554.2,100,55420,55320,100,674
2026-06-30,豊橋,3,034520260630,2,2-1-5,0.013973382542264106,54.8,100,5480,5380,100,-23
2026-06-30,豊橋,3,034520260630,3,2-1-7,0.013973382542264106,207.6,100,20760,20660,100,190
2026-06-30,豊橋,3,034520260630,4,2-3-1,0.013973382542264106,627.0,100,62700,62600,100,776
2026-06-30,豊橋,3,034520260630,5,2-3-5,0.013973382542264106,158.7,100,15870,15770,100,122
2026-06-30,豊橋,3,034520260630,6,2-3-7,0.013973382542264106,210.5,100,21050,20950,100,194
2026-06-30,豊橋,3,034520260630,7,2-5-1,0.013973382542264106,30.1,100,3010,2910,100,-58
2026-06-30,豊橋,3,034520260630,8,2-5-3,0.013973382542264106,54.8,100,5480,5380,100,-23
2026-06-30,豊橋,4,044520260630,1,3-7-5,0.0835815224147251,49.6,100,4960,4860,100,315
2026-06-30,豊橋,4,044520260630,2,3-5-7,0.07851014619662844,90.9,100,9090,8990,100,614
2026-06-30,豊橋,4,044520260630,3,7-3-5,0.04173921357159807,32.3,100,3230,3130,100,35
2026-06-30,豊橋,4,044520260630,4,5-3-7,0.038382255815105654,60.3,100,6030,5930,100,131
2026-06-30,豊橋,4,044520260630,5,3-7-1,0.03654430200816985,94.7,100,9470,9370,100,246
2026-06-30,豊橋,4,044520260630,6,3-7-4,0.03560243855435104,238.1,100,23810,23710,100,748
2026-06-30,豊橋,4,044520260630,7,3-7-2,0.035419861946380006,190.5,100,19050,18950,100,575
2026-06-30,豊橋,4,044520260630,8,3-5-1,0.029908627122525115,102.6,100,10260,10160,100,207
2026-06-30,豊橋,5,054520260630,1,3-1-4,0.015038521804520788,15.8,100,1580,1480,100,-76
2026-06-30,豊橋,5,054520260630,2,3-1-6,0.015038521804520788,69.4,100,6940,6840,100,4
2026-06-30,豊橋,5,054520260630,3,3-4-1,0.015038521804520788,24.4,100,2440,2340,100,-63
2026-06-30,豊橋,5,054520260630,4,3-4-6,0.015038521804520788,183.9,100,18390,18290,100,177
2026-06-30,豊橋,5,054520260630,5,3-6-1,0.015038521804520788,126.6,100,12660,12560,100,90
2026-06-30,豊橋,5,054520260630,6,3-6-4,0.015038521804520788,210.3,100,21030,20930,100,216
2026-06-30,豊橋,5,054520260630,7,1-3-4,0.014521208821544023,102.4,100,10240,10140,100,49
2026-06-30,豊橋,5,054520260630,8,1-3-6,0.014521208821544023,419.1,100,41910,41810,100,509
2026-06-30,豊橋,6,064520260630,1,1-2-3,0.021553872214813592,78.5,100,7850,7750,100,69
2026-06-30,豊橋,6,064520260630,2,1-2-4,0.021553872214813592,22.8,100,2280,2180,100,-51
2026-06-30,豊橋,6,064520260630,3,1-3-2,0.021553872214813592,134.4,100,13440,13340,100,190
2026-06-30,豊橋,6,064520260630,4,1-3-4,0.021553872214813592,129.7,100,12970,12870,100,180
2026-06-30,豊橋,6,064520260630,5,1-4-2,0.021553872214813592,20.6,100,2060,1960,100,-56
2026-06-30,豊橋,6,064520260630,6,1-4-3,0.021553872214813592,68.3,100,6830,6730,100,47
2026-06-30,豊橋,6,064520260630,7,1-2-5,0.021443339536788907,74.3,100,7430,7330,100,59
2026-06-30,豊橋,6,064520260630,8,1-2-6,0.021443339536788907,216.4,100,21640,21540,100,364
2026-06-30,豊橋,7,074520260630,1,6-1-3,0.011560944525003038,98.9,100,9890,9790,100,14
2026-06-30,豊橋,7,074520260630,2,6-1-7,0.011560944525003038,252.0,100,25200,25100,100,191
2026-06-30,豊橋,7,074520260630,3,6-3-1,0.011560944525003038,102.0,100,10200,10100,100,18
2026-06-30,豊橋,7,074520260630,4,6-3-7,0.011560944525003038,814.3,100,81430,81330,100,841
2026-06-30,豊橋,7,074520260630,5,6-7-1,0.011560944525003038,772.3,100,77230,77130,100,793
2026-06-30,豊橋,7,074520260630,6,6-7-3,0.011560944525003038,1276.8,100,127680,127580,100,1376
2026-06-30,豊橋,7,074520260630,7,1-6-3,0.010980692793272186,45.3,100,4530,4430,100,-50
2026-06-30,豊橋,7,074520260630,8,1-6-7,0.010980692793272186,131.5,100,13150,13050,100,44
2026-06-30,高知,1,017420260630,1,3-1-4,0.024998622897222794,495.0,100,49500,49400,100,1137
2026-06-30,高知,1,017420260630,2,3-1-5,0.024998622897222794,377.2,100,37720,37620,100,843
2026-06-30,高知,1,017420260630,3,1-3-4,0.024992974549727643,1105.0,100,110500,110400,100,2662
2026-06-30,高知,1,017420260630,4,1-3-5,0.024992974549727643,829.7,100,82970,82870,100,1974
2026-06-30,高知,1,017420260630,5,3-4-1,0.022975421447262202,236.9,100,23690,23590,100,444
2026-06-30,高知,1,017420260630,6,3-5-1,0.022975421447262202,221.4,100,22140,22040,100,409
2026-06-30,高知,1,017420260630,7,1-4-3,0.02296336814200157,779.7,100,77970,77870,100,1690
2026-06-30,高知,1,017420260630,8,1-5-3,0.02296336814200157,801.2,100,80120,80020,100,1740
2026-06-30,高知,2,027420260630,1,1-2-4,0.014373870069187706,158.8,100,15880,15780,100,128
2026-06-30,高知,2,027420260630,2,1-4-2,0.014373870069187706,506.7,100,50670,50570,100,628
2026-06-30,高知,2,027420260630,3,2-1-4,0.014373870069187706,192.7,100,19270,19170,100,177
2026-06-30,高知,2,027420260630,4,2-4-1,0.014373870069187706,502.5,100,50250,50150,100,622
2026-06-30,高知,2,027420260630,5,4-1-2,0.014373870069187706,971.5,100,97150,97050,100,1296
2026-06-30,高知,2,027420260630,6,4-2-1,0.014373870069187706,935.7,100,93570,93470,100,1245
2026-06-30,高知,2,027420260630,7,1-2-3,0.013197826154435984,93.8,100,9380,9280,100,24
2026-06-30,高知,2,027420260630,8,1-4-3,0.013197826154435984,430.2,100,43020,42920,100,468
2026-06-30,高知,3,037420260630,1,1-2-3,0.02102560817156192,539.0,100,53900,53800,100,1033
