date,venue,race_no,race_id,start_at,close_at,seconds_to_close_at_prediction,strategy_version,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason,model_sha256,prediction_created_at_jst,odds_snapshot
2026-08-27,伊東,7,073720260827,1787794200,1787793900,1163,near_close_v2_20260805,quinella_place,ワイド,1,1-2,0.3178611835134437,21.3,577,True,100,2130.0,2030.0,100,577.0,False,external holdout ROI target was not met,02f306055c6d5e2aa86381af2f1bff6fb6d903971941dfd9ad4dfe47a943b6cd,2026-08-27T10:05:36+09:00,near-close snapshot
