min_prob,min_ev,max_odds,bets,hits,stake,return,profit,roi
0.02,200,300,5609,35,1279900,1104270,-175630,-0.13722165794202673
0.02,300,300,4674,25,1186400,1007320,-179080,-0.150944032366824
0.025,500,300,2318,12,714100,527320,-186780,-0.26156000560145637
0.015,100,300,8219,49,1621000,1431010,-189990,-0.11720542874768661
0.02,150,300,5971,36,1316100,1109630,-206470,-0.1568801762783983
0.02,100,300,6248,39,1343800,1122290,-221510,-0.16483851763655305
0.03,500,300,1935,10,618300,393410,-224890,-0.3637231117580463
0.025,200,300,4331,28,1056900,786460,-270440,-0.2558804049578957
0.03,300,300,2933,16,817900,537030,-280870,-0.3434038391001345
0.025,150,300,4574,29,1081200,791820,-289380,-0.2676470588235294
0.025,100,300,4757,32,1099500,804480,-295020,-0.2683219645293315
0.025,300,300,3733,19,997100,701940,-295160,-0.29601845351519407
0.03,200,300,3354,20,860000,558690,-301310,-0.35036046511627905
0.03,100,300,3656,24,890200,576710,-313490,-0.35215681869242865
0.03,150,300,3530,21,877600,564050,-313550,-0.35728122151321784
