bet_type,buy,prob,race_id,odds_used,is_actual,actual_buy,date,venue,race_no,expected_profit_100yen,stake_yen,is_hit,return_yen,profit_yen,bet_label
exacta,2-1,0.5098409868006245,064320260103,4.4,False,4-1,2026-01-03,岐阜,6,124.3300341922748,100,False,0.0,-100.0,2車単
quinella_place,1-7,0.27459490163200134,074320260103,7.5,False,2-4|2-7|4-7,2026-01-03,岐阜,7,105.946176224001,100,False,0.0,-100.0,ワイド
trifecta,1-6-7,0.14147485438589485,111320260104,161.0,False,1-7-5,2026-01-04,いわき平,11,2177.745155612907,500,False,0.0,-500.0,3連単
trifecta,1-7-2,0.18252693951592197,064320260104,114.0,False,1-4-5,2026-01-04,岐阜,6,1980.8071104815106,500,False,0.0,-500.0,3連単
trifecta,1-7-6,0.29801149359044826,111320260104,69.7,False,1-7-5,2026-01-04,いわき平,11,1977.1401103254245,500,False,0.0,-500.0,3連単
exacta,1-6,0.12706119242161018,101320260104,149.5,False,2-1,2026-01-04,いわき平,10,1799.564826703072,500,False,0.0,-500.0,2車単
exacta,6-1,0.15935621451329585,101320260104,118.2,False,2-1,2026-01-04,いわき平,10,1783.5904555471568,500,False,0.0,-500.0,2車単
trifecta,4-2-1,0.06817046684800844,081320260104,259.9,False,7-1-2,2026-01-04,いわき平,8,1671.7504333797392,500,False,0.0,-500.0,3連単
trifecta,5-1-2,0.18201812185878002,014320260104,96.1,False,5-2-1,2026-01-04,岐阜,1,1649.194151062876,500,False,0.0,-500.0,3連単
trifecta,7-1-2,0.05867722009499815,064320260104,273.0,False,1-4-5,2026-01-04,岐阜,6,1501.8881085934495,500,False,0.0,-500.0,3連単
trifecta,4-1-2,0.05344569909633518,081320260104,294.2,False,7-1-2,2026-01-04,いわき平,8,1472.372467414181,500,False,0.0,-500.0,3連単
trifecta,6-2-1,0.18948494817699751,011320260104,75.7,False,6-2-4,2026-01-04,いわき平,1,1334.4010576998712,500,False,0.0,-500.0,3連単
exacta,1-7,0.42264082084348836,064320260104,30.9,False,1-4,2026-01-04,岐阜,6,1205.960136406379,500,False,0.0,-500.0,2車単
trifecta,2-6-1,0.1066386529956622,011320260104,115.9,False,6-2-4,2026-01-04,いわき平,1,1135.9419882197249,400,False,0.0,-400.0,3連単
trifecta,5-4-6,0.046138928242926994,074320260104,224.1,False,5-1-3,2026-01-04,岐阜,7,933.9733819239939,400,False,0.0,-400.0,3連単
trifecta,3-5-1,0.04142678609650194,121320260104,230.4,False,3-4-5,2026-01-04,いわき平,12,854.4731516634047,300,False,0.0,-300.0,3連単
trifecta,5-6-1,0.03892399706124912,121320260104,229.7,False,3-4-5,2026-01-04,いわき平,12,794.0842124968922,300,False,0.0,-300.0,3連単
trifecta,5-2-1,0.23430429496249908,014320260104,38.1,True,5-2-1,2026-01-04,岐阜,1,792.6993638071215,300,True,11430.0,11130.0,3連単
exacta,5-1,0.25356140912594644,014320260104,32.2,False,5-2,2026-01-04,岐阜,1,716.4677373855476,300,False,0.0,-300.0,2車単
exacta,7-1,0.13586700424350667,064320260104,58.9,False,1-4,2026-01-04,岐阜,6,700.2566549942543,300,False,0.0,-300.0,2車単
trifecta,6-3-1,0.031839667003355436,101320260104,249.7,False,2-1-4,2026-01-04,いわき平,10,695.0364850737852,300,False,0.0,-300.0,3連単
trifecta,7-2-1,0.050488606846326486,031320260104,153.4,False,7-1-4,2026-01-04,いわき平,3,674.4952290226483,300,False,0.0,-300.0,3連単
trifecta,5-3-4,0.038289445832649434,074320260104,197.9,False,5-1-3,2026-01-04,岐阜,7,657.7481330281323,300,False,0.0,-300.0,3連単
quinella,1-7,0.558507825086995,064320260104,12.4,False,1-4,2026-01-04,岐阜,6,592.5497031078738,200,False,0.0,-200.0,2車複
trifecta,1-4-3,0.13910076420181672,054320260104,48.3,False,2-5-7,2026-01-04,岐阜,5,571.8566910947748,200,False,0.0,-200.0,3連単
exacta,1-6,0.154854403153881,111320260104,41.8,False,1-7,2026-01-04,いわき平,11,547.2914051832225,200,False,0.0,-200.0,2車単
trifecta,1-4-6,0.026719412198499777,101320260104,238.3,False,2-1-4,2026-01-04,いわき平,10,536.7235926902497,200,False,0.0,-200.0,3連単
trifecta,1-5-4,0.026746382396646798,041320260104,233.9,False,1-7-4,2026-01-04,いわき平,4,525.5978842575687,200,False,0.0,-200.0,3連単
trifecta,2-1-7,0.14771655125469302,031320260104,42.1,False,7-1-4,2026-01-04,いわき平,3,521.8866807822576,200,False,0.0,-200.0,3連単
trifecta,5-4-1,0.02101693006114808,041320260104,291.3,False,1-7-4,2026-01-04,いわき平,4,512.2231726812436,200,False,0.0,-200.0,3連単
quinella,1-6,0.23383903480082918,111320260104,26.0,False,1-7,2026-01-04,いわき平,11,507.9814904821559,200,False,0.0,-200.0,2車複
trifecta,1-2-4,0.3560166868354782,044320260104,16.7,False,1-2-3,2026-01-04,岐阜,4,494.5478670152486,200,False,0.0,-200.0,3連単
exacta,6-7,0.04190719911338919,111320260104,139.6,False,1-7,2026-01-04,いわき平,11,485.02449962291314,200,False,0.0,-200.0,2車単
exacta,1-4,0.07660320889637669,081320260104,72.3,False,7-1,2026-01-04,いわき平,8,453.8412003208034,200,False,0.0,-200.0,2車単
trifecta,1-4-3,0.15097558827821528,051320260104,35.9,False,1-4-7,2026-01-04,いわき平,5,442.0023619187928,200,False,0.0,-200.0,3連単
exacta,5-4,0.0655502867364757,014320260104,78.3,False,5-2,2026-01-04,岐阜,1,413.25874514660467,200,False,0.0,-200.0,2車単
trio,2-4-7,0.15774668658126945,081320260104,32.4,False,1-2-7,2026-01-04,いわき平,8,411.09926452331297,200,False,0.0,-200.0,3連複
exacta,4-2,0.12497737651878346,081320260104,39.5,False,7-1,2026-01-04,いわき平,8,393.6606372491947,200,False,0.0,-200.0,2車単
exacta,2-4,0.10941361432531298,021320260104,44.7,False,4-3,2026-01-04,いわき平,2,389.078856034149,200,False,0.0,-200.0,2車単
exacta,6-5,0.04260842624959761,074320260104,104.9,False,5-1,2026-01-04,岐阜,7,346.9623913582789,200,False,0.0,-200.0,2車単
exacta,5-6,0.05736130266319891,121320260104,77.8,False,3-4,2026-01-04,いわき平,12,346.2709347196875,200,False,0.0,-200.0,2車単
trifecta,3-1-5,0.03257231351553275,024320260104,135.8,False,3-2-6,2026-01-04,岐阜,2,342.33201754093477,200,False,0.0,-200.0,3連単
trifecta,2-4-7,0.042991338218707605,021320260104,101.2,False,4-3-5,2026-01-04,いわき平,2,335.072342773321,200,False,0.0,-200.0,3連単
trifecta,3-1-2,0.09155408028394608,024320260104,47.5,False,3-2-6,2026-01-04,岐阜,2,334.8818813487439,200,False,0.0,-200.0,3連単
quinella,5-6,0.16155685232058853,074320260104,26.4,False,1-5,2026-01-04,岐阜,7,326.5100901263537,200,False,0.0,-200.0,2車複
trio,1-4-5,0.16713984248359642,041320260104,25.0,False,1-4-7,2026-01-04,いわき平,4,317.8496062089911,200,False,0.0,-200.0,3連複
exacta,2-1,0.02305065403612325,021320260104,178.9,False,4-3,2026-01-04,いわき平,2,312.37620070624496,200,False,0.0,-200.0,2車単
trifecta,4-2-7,0.04204932362032469,021320260104,97.8,False,4-3-5,2026-01-04,いわき平,2,311.24238500677546,200,False,0.0,-200.0,3連単
exacta,7-2,0.06767121740469527,031320260104,60.6,False,7-1,2026-01-04,いわき平,3,310.08757747245335,200,False,0.0,-200.0,2車単
trifecta,1-4-7,0.08307314859967344,051320260104,48.7,True,1-4-7,2026-01-04,いわき平,5,304.56623368040965,200,True,9740.0,9540.0,3連単
exacta,5-4,0.1854107620262319,074320260104,21.1,False,5-1,2026-01-04,岐阜,7,291.21670787534936,100,False,0.0,-100.0,2車単
trifecta,4-1-3,0.04254457384566468,054320260104,91.8,False,2-5-7,2026-01-04,岐阜,5,290.55918790320175,100,False,0.0,-100.0,3連単
exacta,6-2,0.2497799824512486,011320260104,15.6,True,6-2,2026-01-04,いわき平,1,289.6567726239478,100,True,1560.0,1460.0,2車単
exacta,2-7,0.1296347034789094,034320260104,28.8,False,7-1,2026-01-04,岐阜,3,273.3479460192591,100,False,0.0,-100.0,2車単
quinella,2-4,0.25897518472657666,081320260104,14.4,False,1-7,2026-01-04,いわき平,8,272.9242660062704,100,False,0.0,-100.0,2車複
quinella_place,1-6,0.8165553023953821,111320260104,4.5,False,1-5|1-7|5-7,2026-01-04,いわき平,11,267.4498860779219,100,False,0.0,-100.0,ワイド
exacta,1-5,0.054395737185151984,041320260104,67.2,False,1-7,2026-01-04,いわき平,4,265.5393538842214,100,False,0.0,-100.0,2車単
quinella_place,1-6,0.19942566795491298,121320260104,18.3,False,3-4|3-5|4-5,2026-01-04,いわき平,12,264.94897235749073,100,False,0.0,-100.0,ワイド
exacta,1-4,0.22721471509511448,054320260104,15.5,False,2-5,2026-01-04,岐阜,5,252.18280839742744,100,False,0.0,-100.0,2車単
trifecta,2-1-4,0.06012657770370606,044320260104,58.3,False,1-2-3,2026-01-04,岐阜,4,250.5379480126063,100,False,0.0,-100.0,3連単
trifecta,2-7-1,0.08305237971046824,034320260104,42.2,False,7-1-5,2026-01-04,岐阜,3,250.481042378176,100,False,0.0,-100.0,3連単
exacta,2-7,0.11193406192751643,031320260104,31.0,False,7-1,2026-01-04,いわき平,3,246.99559197530095,100,False,0.0,-100.0,2車単
quinella,5-6,0.061598471153008066,014320260104,54.8,False,2-5,2026-01-04,岐阜,1,237.55962191848417,100,False,0.0,-100.0,2車複
quinella,2-4,0.21642978706758093,021320260104,15.4,False,3-4,2026-01-04,いわき平,2,233.30187208407463,100,False,0.0,-100.0,2車複
trifecta,1-7-2,0.0765817596872223,034320260104,43.3,False,7-1-5,2026-01-04,岐阜,3,231.59901944567255,100,False,0.0,-100.0,3連単
quinella,6-7,0.07619385178647524,101320260104,43.3,False,1-2,2026-01-04,いわき平,10,229.91937823543776,100,False,0.0,-100.0,2車複
trio,1-3-5,0.13526442445981118,024320260104,24.2,False,2-3-6,2026-01-04,岐阜,2,227.33990719274306,100,False,0.0,-100.0,3連複
exacta,7-3,0.3583425395405342,091320260104,8.9,False,5-7,2026-01-04,いわき平,9,218.92486019107542,100,False,0.0,-100.0,2車単
quinella,1-3,0.3477296577319876,024320260104,9.1,False,2-3,2026-01-04,岐阜,2,216.4339885361087,100,False,0.0,-100.0,2車複
trifecta,7-3-1,0.13489041371919058,091320260104,23.3,False,5-7-3,2026-01-04,いわき平,9,214.29466396571408,100,False,0.0,-100.0,3連単
exacta,5-1,0.04386174806262577,041320260104,70.3,False,1-7,2026-01-04,いわき平,4,208.34808888025918,100,False,0.0,-100.0,2車単
quinella,5-6,0.07660715013141732,121320260104,40.0,False,3-4,2026-01-04,いわき平,12,206.42860052566928,100,False,0.0,-100.0,2車複
quinella,4-5,0.09221222722730268,041320260104,33.2,False,1-7,2026-01-04,いわき平,4,206.14459439464494,100,False,0.0,-100.0,2車複
exacta,2-6,0.14057159225650193,011320260104,21.6,False,6-2,2026-01-04,いわき平,1,203.6346392740442,100,False,0.0,-100.0,2車単
trifecta,7-3-6,0.08227995507052148,091320260104,36.9,False,5-7-3,2026-01-04,いわき平,9,203.61303421022424,100,False,0.0,-100.0,3連単
trifecta,3-5-6,0.051452236330805846,071320260104,58.8,False,5-3-2,2026-01-04,いわき平,7,202.53914962513835,100,False,0.0,-100.0,3連単
quinella_place,4-7,0.26129107543985247,081320260104,11.4,False,1-2|1-7|2-7,2026-01-04,いわき平,8,197.87182600143183,100,False,0.0,-100.0,ワイド
exacta,3-1,0.1606461382162266,024320260104,18.5,False,3-2,2026-01-04,岐阜,2,197.19535570001923,100,False,0.0,-100.0,2車単
trio,1-3-4,0.41830353806202203,054320260104,7.1,False,2-5-7,2026-01-04,岐阜,5,196.99551202403563,100,False,0.0,-100.0,3連複
quinella,1-5,0.09825748524777775,041320260104,29.4,False,1-7,2026-01-04,いわき平,4,188.87700662846657,100,False,0.0,-100.0,2車複
trio,4-5-7,0.054270651836581946,041320260104,52.5,False,1-4-7,2026-01-04,いわき平,4,184.92092214205522,100,False,0.0,-100.0,3連複
trio,1-4-7,0.2341617460405438,051320260104,12.1,True,1-4-7,2026-01-04,いわき平,5,183.335712709058,100,True,1210.0,1110.0,3連複
quinella_place,5-6,0.2443047246849839,121320260104,11.0,False,3-4|3-5|4-5,2026-01-04,いわき平,12,168.7351971534823,100,False,0.0,-100.0,ワイド
exacta,5-3,0.14814451695554506,121320260104,18.1,False,3-4,2026-01-04,いわき平,12,168.14157568953658,100,False,0.0,-100.0,2車単
trio,1-2-4,0.6079429611132595,044320260104,4.4,False,1-2-3,2026-01-04,岐阜,4,167.4949028898342,100,False,0.0,-100.0,3連複
trifecta,1-7-3,0.49241119430619207,061320260104,5.4,False,1-7-5,2026-01-04,いわき平,6,165.90204492534374,100,False,0.0,-100.0,3連単
quinella,3-6,0.0425919252213956,024320260104,62.4,False,2-3,2026-01-04,岐阜,2,165.7736133815085,100,False,0.0,-100.0,2車複
exacta,3-7,0.021231672771638153,034320260104,124.9,False,7-1,2026-01-04,岐阜,3,165.18359291776054,100,False,0.0,-100.0,2車単
quinella_place,4-5,0.26785526095947554,041320260104,9.9,False,1-4|1-7|4-7,2026-01-04,いわき平,4,165.17670834988078,100,False,0.0,-100.0,ワイド
quinella_place,2-4,0.5998618876464088,081320260104,4.3,False,1-2|1-7|2-7,2026-01-04,いわき平,8,157.94061168795577,100,False,0.0,-100.0,ワイド
quinella_place,1-7,0.7015998175413187,064320260104,3.6,False,1-4|1-5|4-5,2026-01-04,岐阜,6,152.57593431487476,100,False,0.0,-100.0,ワイド
quinella,2-7,0.1796052793322117,031320260104,14.0,False,1-7,2026-01-04,いわき平,3,151.4473910650964,100,False,0.0,-100.0,2車複
quinella_place,2-7,0.5651728503876343,031320260104,4.4,False,1-4|1-7|4-7,2026-01-04,いわき平,3,148.67605417055913,100,False,0.0,-100.0,ワイド
quinella_place,1-4,0.6278185073247218,054320260104,3.9,False,2-5|2-7|5-7,2026-01-04,岐阜,5,144.84921785664147,100,False,0.0,-100.0,ワイド
quinella_place,3-4,0.4239743197712943,054320260104,5.7,False,2-5|2-7|5-7,2026-01-04,岐阜,5,141.66536226963777,100,False,0.0,-100.0,ワイド
quinella,1-4,0.2967093241337865,054320260104,8.1,False,2-5,2026-01-04,岐阜,5,140.33455254836701,100,False,0.0,-100.0,2車複
exacta,1-4,0.30554127845356893,051320260104,7.8,True,1-4,2026-01-04,いわき平,5,138.32219719378375,100,True,780.0,680.0,2車単
quinella,1-2,0.6463345904762503,044320260104,3.6,True,1-2,2026-01-04,岐阜,4,132.68045257145013,100,True,360.0,260.0,2車複
trifecta,5-3-1,0.11963122593900687,071320260104,19.3,False,5-3-2,2026-01-04,いわき平,7,130.88826606228326,100,False,0.0,-100.0,3連単
exacta,3-6,0.02428968047996948,024320260104,92.8,False,3-2,2026-01-04,岐阜,2,125.40823485411674,100,False,0.0,-100.0,2車単
quinella,4-7,0.07618136963453784,081320260104,28.9,False,1-7,2026-01-04,いわき平,8,120.16415824381434,100,False,0.0,-100.0,2車複
exacta,3-7,0.30856138933891186,091320260104,7.0,False,5-7,2026-01-04,いわき平,9,115.9929725372383,100,False,0.0,-100.0,2車単
exacta,1-2,0.5529487537022322,044320260104,3.9,True,1-2,2026-01-04,岐阜,4,115.65001394387053,100,True,390.0,290.0,2車単
exacta,3-5,0.10846174023651253,071320260104,19.8,False,5-3,2026-01-04,いわき平,7,114.75424566829484,100,False,0.0,-100.0,2車単
trio,1-3-6,0.12357091355494088,024320260104,16.5,False,2-3-6,2026-01-04,岐阜,2,103.89200736565245,100,False,0.0,-100.0,3連複
trifecta,1-7-4,0.023808891190749346,061320260104,85.5,False,1-7-5,2026-01-04,いわき平,6,103.5660196809069,100,False,0.0,-100.0,3連単
quinella_place,1-5,0.2761904766660698,041320260104,7.3,False,1-4|1-7|4-7,2026-01-04,いわき平,4,101.61904796623094,100,False,0.0,-100.0,ワイド
trio,2-4-6,0.5534201357221733,121320260105,44.4,False,1-2-4,2026-01-05,いわき平,12,2357.1854026064493,500,False,0.0,-500.0,3連複
exacta,6-2,0.12612645967666924,121320260105,168.6,False,2-4,2026-01-05,いわき平,12,2026.4921101486432,500,False,0.0,-500.0,2車単
trifecta,2-4-6,0.11111135320268177,121320260105,157.0,False,2-4-1,2026-01-05,いわき平,12,1644.448245282104,500,False,0.0,-500.0,3連単
trifecta,4-2-6,0.09703252552789683,121320260105,178.4,False,2-4-1,2026-01-05,いわき平,12,1631.0602554176796,500,False,0.0,-500.0,3連単
trifecta,6-5-1,0.11138389297604054,081320260105,123.3,False,2-5-1,2026-01-05,いわき平,8,1273.36340039458,500,False,0.0,-500.0,3連単
trifecta,1-4-7,0.12774157008582857,091320260105,106.1,False,3-1-4,2026-01-05,いわき平,9,1255.338058610641,500,False,0.0,-500.0,3連単
exacta,2-6,0.14758728851794325,121320260105,90.8,False,2-4,2026-01-05,いわき平,12,1240.0925797429247,500,False,0.0,-500.0,2車単
exacta,6-4,0.045751009257491995,071320260105,255.8,False,1-4,2026-01-05,いわき平,7,1070.3108168066453,400,False,0.0,-400.0,2車単
quinella,2-6,0.27371374819461247,121320260105,42.0,False,2-4,2026-01-05,いわき平,12,1049.5977424173723,400,False,0.0,-400.0,2車複
trifecta,1-4-5,0.13917027280509225,091320260105,79.0,False,3-1-4,2026-01-05,いわき平,9,999.4451551602289,400,False,0.0,-400.0,3連単
trio,4-6-7,0.051192458465791395,071320260105,205.5,False,1-4-7,2026-01-05,いわき平,7,952.0050214720131,400,False,0.0,-400.0,3連複
trifecta,4-6-3,0.0404525543581449,011320260105,257.4,False,5-4-3,2026-01-05,いわき平,1,941.2487491786496,400,False,0.0,-400.0,3連単
quinella,4-6,0.19061843690938868,121320260105,52.7,False,2-4,2026-01-05,いわき平,12,904.5591625124783,400,False,0.0,-400.0,2車複
trifecta,4-1-2,0.14712852816477667,041320260105,65.6,False,5-7-4,2026-01-05,いわき平,4,865.1631447609349,300,False,0.0,-300.0,3連単
trifecta,5-6-1,0.19058154830483992,081320260105,50.5,False,2-5-1,2026-01-05,いわき平,8,862.4368189394415,300,False,0.0,-300.0,3連単
trifecta,1-4-2,0.05002520247544068,041320260105,179.3,False,5-7-4,2026-01-05,いわき平,4,796.9518803846514,300,False,0.0,-300.0,3連単
trifecta,4-3-6,0.03451592570179234,011320260105,247.1,False,5-4-3,2026-01-05,いわき平,1,752.8885240912887,300,False,0.0,-300.0,3連単
quinella_place,4-6,0.6401812504861514,121320260105,13.0,False,1-2|1-4|2-4,2026-01-05,いわき平,12,732.2356256319968,300,False,0.0,-300.0,ワイド
trifecta,2-3-4,0.2285811318268053,061320260105,33.1,False,3-4-7,2026-01-05,いわき平,6,656.6035463467256,300,False,0.0,-300.0,3連単
quinella_place,2-6,0.6951402568908783,121320260105,10.8,False,1-2|1-4|2-4,2026-01-05,いわき平,12,650.7514774421486,300,False,0.0,-300.0,ワイド
exacta,4-6,0.05893242104847312,071320260105,125.3,False,1-4,2026-01-05,いわき平,7,638.4232357373681,300,False,0.0,-300.0,2車単
exacta,6-5,0.23649875149964772,081320260105,31.2,False,2-5,2026-01-05,いわき平,8,637.8761046789009,300,False,0.0,-300.0,2車単
trifecta,2-4-3,0.22131045818107656,061320260105,32.4,False,3-4-7,2026-01-05,いわき平,6,617.045884506688,300,False,0.0,-300.0,3連単
trifecta,6-5-7,0.032866553965053905,111320260105,211.6,False,7-5-1,2026-01-05,いわき平,11,595.4562819005406,200,False,0.0,-200.0,3連単
trifecta,5-7-2,0.04399823939823873,021320260105,156.3,False,6-2-4,2026-01-05,いわき平,2,587.6924817944714,200,False,0.0,-200.0,3連単
trifecta,5-6-7,0.05316507269147806,111320260105,126.9,False,7-5-1,2026-01-05,いわき平,11,574.6647724548566,200,False,0.0,-200.0,3連単
quinella,4-6,0.10468343030596511,071320260105,61.9,False,1-4,2026-01-05,いわき平,7,547.9904335939241,200,False,0.0,-200.0,2車複
trifecta,3-4-1,0.03495406710604022,031320260105,184.9,False,2-6-3,2026-01-05,いわき平,3,546.3007007906837,200,False,0.0,-200.0,3連単
trifecta,3-4-2,0.029760675892469834,031320260105,209.2,False,2-6-3,2026-01-05,いわき平,3,522.5933396704689,200,False,0.0,-200.0,3連単
quinella,5-6,0.6411559871976298,081320260105,9.7,False,2-5,2026-01-05,いわき平,8,521.9213075817008,200,False,0.0,-200.0,2車複
exacta,5-6,0.40465723569798207,081320260105,15.0,False,2-5,2026-01-05,いわき平,8,506.9858535469731,200,False,0.0,-200.0,2車単
trifecta,7-5-2,0.0846793780432221,021320260105,65.4,False,6-2-4,2026-01-05,いわき平,2,453.80313240267265,200,False,0.0,-200.0,3連単
exacta,1-4,0.42457187484223097,091320260105,12.8,False,3-1,2026-01-05,いわき平,9,443.4519997980557,200,False,0.0,-200.0,2車単
quinella,5-6,0.15282311734739734,111320260105,35.3,False,5-7,2026-01-05,いわき平,11,439.4656042363126,200,False,0.0,-200.0,2車複
exacta,3-6,0.045332840121972855,011320260105,110.4,False,5-4,2026-01-05,いわき平,1,400.4745549465803,200,False,0.0,-200.0,2車単
trifecta,3-4-1,0.05802760988182591,051320260105,82.7,False,2-4-5,2026-01-05,いわき平,5,379.8883337227003,200,False,0.0,-200.0,3連単
exacta,4-6,0.11154370188431044,011320260105,42.8,False,5-4,2026-01-05,いわき平,1,377.40704406484866,200,False,0.0,-200.0,2車単
trifecta,7-1-6,0.23109036220573634,101320260105,19.3,False,1-7-6,2026-01-05,いわき平,10,346.00439905707117,200,False,0.0,-200.0,3連単
exacta,6-5,0.05838282302226637,111320260105,76.3,False,7-5,2026-01-05,いわき平,11,345.4609396598924,200,False,0.0,-200.0,2車単
exacta,5-6,0.09444029432513097,111320260105,46.7,False,7-5,2026-01-05,いわき平,11,341.0361744983617,200,False,0.0,-200.0,2車単
trifecta,4-3-1,0.15085483343733175,051320260105,28.7,False,2-4-5,2026-01-05,いわき平,5,332.9533719651421,200,False,0.0,-200.0,3連単
quinella,4-6,0.2109085437250725,011320260105,19.7,False,4-5,2026-01-05,いわき平,1,315.48983113839284,200,False,0.0,-200.0,2車複
exacta,7-5,0.1822661054594922,021320260105,21.5,False,6-2,2026-01-05,いわき平,2,291.8721267379083,100,False,0.0,-100.0,2車単
trifecta,4-1-6,0.024386627191481214,071320260105,159.4,False,1-4-7,2026-01-05,いわき平,7,288.72283743221055,100,False,0.0,-100.0,3連単
exacta,3-7,0.029883259424890406,021320260105,128.7,False,6-2,2026-01-05,いわき平,2,284.5975487983395,100,False,0.0,-100.0,2車単
trio,2-3-4,0.6948967341093778,061320260105,5.5,False,3-4-7,2026-01-05,いわき平,6,282.19320376015776,100,False,0.0,-100.0,3連複
exacta,4-1,0.20074913045194442,041320260105,19.0,False,5-7,2026-01-05,いわき平,4,281.4233478586944,100,False,0.0,-100.0,2車単
exacta,2-3,0.29027480197153677,061320260105,12.3,False,3-4,2026-01-05,いわき平,6,257.0380064249902,100,False,0.0,-100.0,2車単
exacta,4-3,0.11738672937337129,031320260105,30.3,False,2-6,2026-01-05,いわき平,3,255.681790001315,100,False,0.0,-100.0,2車単
quinella,4-7,0.08729553702811699,071320260105,38.4,False,1-4,2026-01-05,いわき平,7,235.21486218796923,100,False,0.0,-100.0,2車複
quinella_place,1-7,0.3000849027899594,091320260105,11.1,False,1-3|1-4|3-4,2026-01-05,いわき平,9,233.09424209685497,100,False,0.0,-100.0,ワイド
exacta,2-4,0.278649610545778,061320260105,11.4,False,3-4,2026-01-05,いわき平,6,217.66055602218697,100,False,0.0,-100.0,2車単
quinella,4-7,0.11041136491494612,041320260105,28.7,False,5-7,2026-01-05,いわき平,4,216.88061730589533,100,False,0.0,-100.0,2車複
quinella,1-3,0.060598781936275534,031320260105,52.1,False,2-6,2026-01-05,いわき平,3,215.71965388799552,100,False,0.0,-100.0,2車複
trifecta,1-4-6,0.020680090073404187,071320260105,151.6,False,1-4-7,2026-01-05,いわき平,7,213.51016551280745,100,False,0.0,-100.0,3連単
exacta,4-7,0.08355249559208608,041320260105,36.8,False,5-7,2026-01-05,いわき平,4,207.47318377887675,100,False,0.0,-100.0,2車単
exacta,3-4,0.07088311703650534,031320260105,43.0,False,2-6,2026-01-05,いわき平,3,204.79740325697296,100,False,0.0,-100.0,2車単
exacta,7-1,0.26924376781092907,101320260105,10.2,False,1-7,2026-01-05,いわき平,10,174.62864316714763,100,False,0.0,-100.0,2車単
quinella_place,4-6,0.5075991743686501,011320260105,5.4,False,3-4|3-5|4-5,2026-01-05,いわき平,1,174.10355415907105,100,False,0.0,-100.0,ワイド
quinella_place,4-7,0.1985166430954947,071320260105,13.1,True,1-4|1-7|4-7,2026-01-05,いわき平,7,160.05680245509802,100,True,1310.0,1210.0,ワイド
quinella_place,1-3,0.4881343207285828,051320260105,5.3,False,2-4|2-5|4-5,2026-01-05,いわき平,5,158.7111899861489,100,False,0.0,-100.0,ワイド
exacta,3-4,0.08955306428101142,051320260105,28.2,False,2-4,2026-01-05,いわき平,5,152.53964127245223,100,False,0.0,-100.0,2車単
quinella_place,5-6,0.39012788373162954,111320260105,6.4,False,1-5|1-7|5-7,2026-01-05,いわき平,11,149.68184558824294,100,False,0.0,-100.0,ワイド
quinella_place,4-6,0.23061931260903912,071320260105,10.8,False,1-4|1-7|4-7,2026-01-05,いわき平,7,149.06885761776226,100,False,0.0,-100.0,ワイド
quinella_place,1-5,0.3269330128484185,091320260105,7.3,False,1-3|1-4|3-4,2026-01-05,いわき平,9,138.66109937934553,100,False,0.0,-100.0,ワイド
exacta,4-1,0.44385807443141373,091320260105,5.0,False,3-1,2026-01-05,いわき平,9,121.92903721570687,100,False,0.0,-100.0,2車単
quinella,2-4,0.3958558818429557,061320260105,5.6,False,3-4,2026-01-05,いわき平,6,121.67929383205518,100,False,0.0,-100.0,2車複
quinella,2-3,0.41330485130038863,061320260105,5.3,False,3-4,2026-01-05,いわき平,6,119.05157118920596,100,False,0.0,-100.0,2車複
exacta,4-3,0.2328118049912269,051320260105,9.4,False,2-4,2026-01-05,いわき平,5,118.8430966917533,100,False,0.0,-100.0,2車単
quinella_place,2-4,0.8090739483190363,061320260105,2.7,False,3-4|3-7|4-7,2026-01-05,いわき平,6,118.44996604613982,100,False,0.0,-100.0,ワイド
trio,2-4-5,0.08287412311903346,061320260105,26.0,False,3-4-7,2026-01-05,いわき平,6,115.472720109487,100,False,0.0,-100.0,3連複
quinella_place,5-6,0.8226939942453032,081320260105,2.5,False,1-2|1-5|2-5,2026-01-05,いわき平,8,105.67349856132581,100,False,0.0,-100.0,ワイド
trifecta,5-4-1,0.07174149033888934,042820260107,245.1,False,2-7-4,2026-01-07,立川,4,1658.3839282061779,500,False,0.0,-500.0,3連単
trio,1-4-5,0.137218635704806,052820260107,101.7,False,1-2-5,2026-01-07,立川,5,1295.513525117877,500,False,0.0,-500.0,3連複
exacta,5-4,0.17393544298219057,042820260107,75.2,False,2-7,2026-01-07,立川,4,1207.9945312260731,500,False,0.0,-500.0,2車単
trifecta,4-5-1,0.04251399418236046,042820260107,298.8,False,2-7-4,2026-01-07,立川,4,1170.3181461689305,400,False,0.0,-400.0,3連単
trifecta,2-5-7,0.09444361175222711,082820260107,130.8,False,7-2-9,2026-01-07,立川,8,1135.3224417191307,400,False,0.0,-400.0,3連単
exacta,4-5,0.0579638298334156,052820260107,183.3,False,1-5,2026-01-07,立川,5,962.4770008465081,400,False,0.0,-400.0,2車単
trifecta,3-7-1,0.04923863263543698,112820260107,209.2,False,1-7-5,2026-01-07,立川,11,930.0721947333415,400,False,0.0,-400.0,3連単
trifecta,1-7-9,0.08786238332687797,092820260107,111.5,False,1-3-4,2026-01-07,立川,9,879.6655740946894,300,False,0.0,-300.0,3連単
