date,venue,race_no,race_id,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason
2026-07-17,いわき平,2,021320260717,quinella_place,ワイド,4,1-4,0.1451546383753312,39.5,473,True,200,7900.0,7700.0,200,946.0,False,external holdout ROI target was not met
2026-07-17,いわき平,6,061320260717,trifecta,3連単,2,1-3-2,0.13226488920108376,93.7,1139,True,400,37480.0,37080.0,400,4556.0,False,external holdout ROI target was not met
2026-07-17,奈良,3,035320260717,trifecta,3連単,2,1-2-6,0.11058949665721024,240.0,2554,True,500,120000.0,119500.0,500,12770.0,False,external holdout ROI target was not met
2026-07-17,奈良,3,035320260717,trio,3連複,3,1-2-3,0.11598136865270808,132.0,1431,True,500,66000.0,65500.0,500,7155.0,False,external holdout ROI target was not met
2026-07-17,奈良,3,035320260717,trio,3連複,4,1-4-6,0.07258134917859238,132.0,858,True,300,39600.0,39300.0,300,2574.0,False,external holdout ROI target was not met
2026-07-17,奈良,4,045320260717,trifecta,3連単,3,1-4-3,0.07151617674952367,205.0,1366,True,500,102500.0,102000.0,500,6830.0,False,external holdout ROI target was not met
2026-07-17,西武園,7,072620260717,quinella_place,ワイド,1,1-4,0.8428625908031481,10.2,760,True,300,3060.0,2760.0,300,2280.0,False,external holdout ROI target was not met
