date,venue,race_no,race_id,bet_type,bet_label,candidate_rank,buy,prob,odds_used,expected_profit_100yen,is_selected,stake_yen,return_if_hit_yen,profit_if_hit_yen,loss_amount_yen,expected_profit_yen,purchase_authorized,authorization_reason
2026-07-11,いわき平,5,051320260711,trio,3連複,1,2-4-7,0.18667606073090784,50.2,837,True,300,15060.0,14760.0,300,2511.0,False,external holdout ROI target was not met
2026-07-11,伊東,4,043720260711,quinella_place,ワイド,4,3-7,0.23712999978243698,34.7,723,True,300,10410.0,10110.0,300,2169.0,False,external holdout ROI target was not met
